ID,Brand,Name,Amazon_Price,Original_Price,Features
2773,Asus,"Laptop replacement keyboard (without frame) for ASUS Q200 Q200E S200 S200E , US layout black color",$16.00,,"Layout: US (without frame). Color: Black. 1 year warranty. Pls confirm your laptop model. Pls check our pictures carefully before purchase, thanks!"
2774,Lenovo,"Shintop Lenovo Tip Adapter Connector Converter From Lenovo Ideapad/Essential to Lenovo Ideapad Yoga 11, 11s, 13, 2 Pro, Flex 14, 15 ; Lenovo ThinkPad Helix, x240, Carbon X1 ; Compatible P/N 0B46994, 0C19868, 0B47046, 0B47048 Ultrabook Laptop for AC Power Cord Barrel Adaptar Cable(Black)",$5.99,$11.99,"Power converter Cable Adapter for Lenovo ThinkPad X1 Carbon 0B47046 Laptop. Connectorﾣﾺone side is 7.9x5.5mm female plug, another side is Square male plug for X1 Carbon Ultrabook. Voltageﾣﾺ19V, Electric current ﾣﾺ2.25A / 3.25A / 4.35A. Length: 5.9"
2775,Apple,Case Star ? 13-13.3 Inch Neoprene Laptop Sleeve Case Bag with Anti-Shock EVA Foam Shock-Resistant Padding Inside for Apple Macbook Pro 13.3-Inch with or without Retina Display and MacBook Air 13 (Black / Orange),,,"Made of water resistant neoprene with anti-shock EVA padding material allows the Protective Sleeve to shield against drops and knocks more securily.. External Dimension: 14\  x 10\  x 1\  ; Internal Dimension: 13.25\  x 9.5\  x 0.8\ . Durable and lightweight, Zipper closure keeps your device secure.. Exterior accessory zipper pocket for power charger, mouse, cables and other accessories.. Designed to fit the Apple MacBook Air or MacBook Pro 13-inch, also fits laptops with display size up to 13.3-inch like Samsung, HP, Acer, ASUS, Lenove, Dell, Toshiba, Sony and others"
2776,Other,"Pwr+ 15\  PwrPad with Two 70mm Silent Fans and Heat Sink Aluminum Top for Accelerated Cooling for Apple Macbook Pro, Air, Acer, Asus, Dell, Hp, Lenovo, Samsung, Sony, Toshiba and Other Notebook Pad Bed Lap (Silver)",$31.40,$49.90,"Suitable for 7-15\  laptops. Material: Aluminum (top), plastic.. 9 adjustable height positions, unique raise and lock stand mechanism provides ample clearance and air flow beneath the stand even when used on top of thick blankets. Robust yet silent two hydro bearing fans powered by USB port (usb cord is included). Compact, foldable and easy to carry - use it any way you want it.. No need to contact manufacturer - Pwr+ provides warranty and customer oriented product support: 30 Days Money Back Guarantee / 18 Months - Exchange and Spare Parts / Please contact us with any questions or concerns - we are here to help! (Phone service is available)No need to contact manufacturer - Pwr+ provides warranty and customer oriented product support: 30 Days Money Back Guarantee / 18 Months - Exchange and Spare Parts / Please contact us with any questions or concerns - we are here to help! (Phone service is available). This product has been tested and validated to ensure it will work with ACER Aspire, One; TravelMate; APPLE MacBook (Pro, Air, Unibody) PowerBook G4; ASUS VivoBook, Zenbook Prime, Eee Pad Transformer Book Trio, Infinity, Taichi, ROG; DELL Inspiron, Latitude, XPS, Precision, Alienware, Vostro; FUJITSU Lifebook; HP Pavilion, Envy, Spectre, Split x2; EliteBook Folio, ProBook, ZBook; Compaq Presario; LENOVO IdeaPad, Yoga; ThinkPad, X1 Carbon, Twist; PANASONIC Toughbook; SAMSUNG ATIV Book, Chromebook 2; SONY VAIO, Duo, Flip; TOSHIBA Satellite, Qosmio, KIRAbook, Portege; MSI, GATEWAY and other 11.6\  12\  13.3\  14\  15.6\  laptops"
2777,Dell,New 24X External USB Slim CD-ROM Drive For Dell laptop,$14.96,,"USB CDROM drive. Specifications: 24X CD-ROM Max,Buffer size: 128KB. Support disk format: CD-ROM/XA?CD-DA?CD-I?Karaoke-CD?CD-Plus?Photo-CD?Video-CD?CD-Extra?CD-R?CD-RW. Interface: USB2.0 (Compatible with USB1.1),Color: Black case. Work with any laptop and desk pc with USB port, Full 6 months warranty!"
2778,Apple,"Laptop Case, Mosiso Water-resistant Neoprene 15-15.6 Inch Laptop / Notebook Computer / MacBook / MacBook Pro / MacBook Air Case Briefcase Bag Pouch Sleeve, Hot Blue",$18.99,$35.99,"Features a polyester foam padding layer and nylon lycra fabric lining for bump and shock absorption and protection of your computer from accidental scratches. Side pockets of the case are ideal for storage of small items such as power adapters, cables, pens and notepads, offering added convenience. Top handles of the case enable you to carry your laptop in comfort, and can tuck away in the pockets when not needed. Suitable for most popular 15-15.6 inch MacBooks / laptops / notebooks / Ultrabooks; may not snugly fit all computers due to variations in the sizes of different models"
2779,Other,USTOP Laptop Battery FOR Emachine D525 E525 E625 D725 E627 G627 G725 E725 Series Voltage 11.1V Capacity 5200mAh- 1 Year Warranty,$9.99,,Battery Type : li-ion. Condition : Brand new. Product Type : Replacement battery. Voltage : 11.1V (Compatible with 10.8V)
2780,Other,"Caseling Neoprene Sleeve Pouch Case Bag for 13\  - 13.3\  Inch Laptop Computer. Designed to fit any laptop / Notebook / Ultrabook / Macbook with Display size 13\ -13.3\  inches. Like for Apple MacBook Air / MacBook Pro / Powerbook / iBook. ASUS Chromebook /Transformer Book / Flip / ROG / Zenbook. Acer Aspire, Dell Inspiron / Latitude / Notebook. HP Chromebook / Elitebook / Envy / Pavilion / Stream. Lenovo ThinkPad Edge / Flex / Yoga. Samsung / Toshiba Chromebook / Satellite. - Design20",$8.99,$40.00,"Designed to fit any laptop / Notebook / Ultrabook / Macbook with Display size 13\ -13.3\  inches.. Composed of grade materials to insure quality and durability to protect your computer. The Design is on both sides (Front and back). Padding inside provides added protection for your Laptop / Notebook / Ultrabook / Macbook against bumps, scratches or other accidents your laptop may come across.. Slim and lightweight; does not bulk your laptop up and can easily slide into your briefcase, backpack, or other bag.. Dimensions: Outside 13.7\  x 10\  - Inside 13.3\  x 9.5\  - \ Check out our other CASELING laptop sleeve designs\ "
2781,Dell,9 cell Dell E6420 Laptop Battery for Dell Latitude E6420 E5420 Series PRRRF,$59.74,$179.99,Type M5Y0X. For Dell E6420 E6430 Laptop
2782,Other,Targus Laptop Lap Desk Designed for 17-Inch Screen with Storage AWE62US (Gray/White),$49.99,,Designed to work with laptops with up to 17 inch screens. Passive cooling desk with internal pockets/storage. Open concept design allows the user to store peripherals such as a storage drive inside of the desk and plug it directly into the laptop. Integrated carry handle makes it easy to transport. Non-slip handle helps to hold the laptop in place while in use. Open concept design allows the user to store peripherals such as a storage drive inside of the desk  and plug it directly into the laptop. Unit Dimensions: 15.1 inch L  x 2.2 inch  H x 12 inch W
2783,Other,"Brown Leather Laptop Travel Bag Satchel for 14\  Laptop (Macbook Air, Macbook PRO, Toshiba, Sony, Dell, Chrome Book, Ultra Book, HP)",,,"Compatible with all tablets and laptops up to a 14\  display. Dimentions 40 x 28 x 10 cm. High quality premium leather bag with padded shoulder strap for easy transportation. Inner zip pockets and slots for your phone, wallet and cards. Back and front integrated document pouches perfect for carrying paperwork. Each section secured by magnets, poppers or zips to ensure fully comprehensive protection of your valuables"
2784,Apple,iCasso Sunflower Removable Vinyl Decal Sticker Skin for Apple Macbook Pro Air Mac 13\  inch / Unibody 13 Inch Laptop #3,,,"Dustproof, Waterproof, Oilproof.. Super-thin (0.09 mm) and the image integrate with the logo of apple devices.. Precision-cut, perfect fit; give your MacBook a new impressive looking.. Can be easily removed and leaves no sticky residue, will not damage surfaces.. Printed on the best vinyl material with long lasting and never fades. (5-7 years outdoors life)."
2785,Acer,Gateway CPU Cooling Fan for M-6307 Laptop series P/N AB6705HX-TB3,$22.75,,Please check both the model and picture before placing order.
2786,Apple,"Arkscan LS22 Aluminum Ergonomics Portable Cooling Universal Stand for 12 to 17\  Laptop Computer, Notebook, MacBook & Others",$20.75,$29.95,"Elevate laptop computer which drasticly increases airflow and prevents overheating. Easy to carry for this light weight laptop stand in just 5 oz, ultra compact in 6 inches when folded. Angles laptop for proper ergonomics and natural typing to reduce the stress for long time of using computer. Aluminum design provides solid stability for all laptops with screen size from 12 to 17 inches. Sand-blasted and silver anodized finish matches Apple notebooks, compatible with Apple Macbook Pro, Macbook Air and other laptops"
2787,Other,"Laptop Backpack , Spigen? [Backpack] 15 Inch Laptop Backpack [Klasden 3] [Black] Fits up to 15 inches of All Laptops - Black (SGP11360)",$89.99,$99.99,"Laptop Backpack Updated luxurious yet ergonomic design. Durable, weather-resistant backpack. Padded shoulder straps that use Airmesh material for comfort and stability. Efficient storage including pockets, zippered compartments and external side pockets. Laptop Backpack, Compatible with All Laptops up to 15 inches"
2788,Toshiba,Pwr+ 65W Extra Long 14Ft AC Adapter Laptop Charger for Toshiba Satellite L755 L755D L775 L775D L850 L840 L840D L770 L770D L755-S5258 L755-S5350 L755-S5248 L755-S5271 L755-S5308 L755-S5349 PA3714U-1ACA,$19.90,$39.90,"Input Volt Range: 110-240V / Output: 19V 3.42A 65W (45W compatible) / Total Cord Length Is Extended to 14 Ft (Competitors' Products are only 6-10 Ft long)!. Pwr+ AC adapters manufactured with the highest quality materials and include laptop safeguard features against incorrect voltage, short circuit, internal overheating. 100% compatibility with the original.. Products trademarked Pwr+? are marketed and sold exclusively by Pwr+. We focus on providing quality power products and excellent customer service ... and we also ship your order the same or next day (Amazon order processing time varies) !. Warranty: 30 Days Money Back Guarantee / 24 Months - Free Exchange (Pwr+ pays for shipping) / Please contact us with any questions or concerns - we are here to help! (Phone service is available). This product has been tested and validated to ensure it will work with Toshiba Satellite L755D-S5164, L755D-S5171, L755D-S5227, L755D-S5250, L755D-S5279, L755D-S5347, L755D-S5348, L755D-S5363, L755D-S7330, L755D-S7332, L755-S5242BN, L755-S5242GR, L755-S5242WH, L755-S5253, L755-S5362, L770-BT4N22, L770D-BT5N11, L770D-BT5N22, L770D-ST4N01, L770D-ST5NX1, L770D-ST6NX1, L770-ST4NX1, L770-ST5NX2, L770-ST6NX1, L775D-S7135B, L775D-S7210, L775D-S7220, L775D-S7224, L775D-S7228, L775D-S7304, L775D-S7305B, L775D-S7330, L775D-S7332, L775D-S7355, L775-S7105B, L775-S7108, L775-S7140, L775-S7240, L775-S7240B, L775-S7241, L775-S7245, L775-S7350, L775-S7352, L840-BT2N22, L840-BT3N22, L840D-BT2N22, L840D-BT3N22, L840D-ST2N01, L840-ST2N01, L840-ST3NX1, L840-ST4NX2, L850-BT2N22 Toshiba P/N ADP-65JH BB, PA-1000, PA-1650-01, PA3097U-1ACA, PA3396U-1ACA, PA3467U1ACA, PA3467U-1ACA, PA3714U-1ACA, SADP-65KB A"
2789,Dell,Lithium Ion Laptop Battery For Dell D5318,$12.40,$104.48,"Voltage: 11.10V. Capacity: 4800mAh, Black, 6 Cells. Replacement for the Following Dell Laptop Batteries (Part Numbers): 310-6321, 310-6322, 312-0339, 312-0340, 312-0348, 312-0349, 312-0350, C5974, D5318, F5635, G5260, G5266, U4873. This battery compatible with the following Dell Laptop Computers: Inspiron 6000, 9200, 9300, 9400, E1705, XPS Gen 2, XPS M170, XPS M1710, Precision M90"
2790,Other,Kensington K64671US Portable Combination Laptop Lock - Red,$14.99,$19.99,"Superior strength lockhead to resist tampering. Push button design for one hand operation to easily install lock. Keyless 4-wheel combination. Easily resettable - choose from 10,000 possible combinations. Achors to desk, table, or any fixed structure. Superior strength lockhead to resist tampering. Push button design for one hand operation to easily install lock. span class=\ a-list-item\ >Keyless 4-wheel combination. span class=\ a-list-item\ >Easily resettable - choose from 10,000 possible combinations. span class=\ a-list-item\ >Achors to desk, table, or any fixed structure. span class=\ a-list-item\ >Attaches to laptop via the Kensington Security Slot found in 99% of computers"
2791,Other,DubYao 13-Inch Lightweight Laptop Backpack For Women(Purple),$39.99,$99.99,"Dedicated laptop compartment disappears in the bag to protect laptops with up to a 13 inch display. Padded, nylex-lined iPad pocket prevents scratches to your iPad or 10\  tablet screen. Elevated zippered pockets provide cord, power brick and small accessory storage like keys so they do not disappear into the bottom of the bag, Front compartment features storage pockets for small electronics and pens and smartphone and plus additional space for a passport. Padded, mesh back panel and shoulder straps ensure you remain comfortable while carrying any size load. Style: Laptop Backpack For Women,Business Backpack"
2792,Other,Merkury Innovations 16 Inch Neoprene Laptop Sleeve (Black/Purple),$17.99,$19.99,"Slim, lightweight design. Weather resistant neoprene is easy to clean. Easily fits into backpacks, briefcases and other travel cases. Soft, scratch-free interior padding offers superior device protection. Compatible with 16\  laptops"
2793,Dell,"Optimum Orbis AC Adapter for Dell Inspiron 15 3520, 3521, 7537, 5520, 5521, 5537, 7520, 1570, 5523 Laptop Power Supply Cord Battery Charger",$17.50,,"Power: Input 120V-240V/ 50-60Hz Output:19.5V 4.62A 90Watt;. Optimum ac adapters are CE, FCC, RoHS certified for safety.. Protection: Short circuit, over current protection, over voltage protection, over temperature protection. Designed to meet or exceed your original manufacturer's ac adapter. Warranty info: Order your replacement ac adapter backed by our 30 day money back guarantee, 18 months warranty; 24/7 email support, free exchange.. Package includes: 1 AC adapter, 1 extended power cord;"
2794,Other,"Ailihen A801 Portable Mini Computer Speakers, Powered By Usb,for Laptops, Mac, Notebooks, Ultrabooks, Desktops and More",,,"Glare with LED lights, colorful, eye-catching.. With volume adjustment function.. Subwoofer unit.Built-in digital decoder chip.Built-in amplifier.. USB Charging,mini portable.. Innovative design optimization sound box, clear voice, full of shock."
2795,HP,LB1 High Performance Battery for HP 2000 Laptop Notebook Computer PC [6-Cell Li-ion 11.1V] 18 Months Warranty,$38.95,$119.99,LB1 High Performance battery for HP Notebook PC 2000 are environmentally friendly and certified by RoHS to be free from mercury - lead - cadmium - PBDE and PBBs.. LB1 High Performance? Commercial Grade Laptop Batteries for HP Notebook PC 2000 are custom manufactured to be 100% compatible and optimized for your HP Notebook PC 2000 laptop.. HP Notebook PC 2000 High Performance notebook battery utilizes high quality grade \ A\  cells for higher performance longer life and more reliability.. HP Notebook PC 2000 High Performance meets and/or exceed OEM specification and will not void your original manufacturer warranty.. Fast charging. Low power consumption. Built-in protection circuit ensures both safety and stability.. Batteries capacity: 4400 mAh | Chemistry: Li-ion | Voltage: 11.1 Volts | Cells: 6 | wHr: 49.. 100% Customer Satisfaction. Fast Same-Day Shipping by 12:00 PM PDT.. span class=\ a-list-item\ >30-Day Money Back Guarantee. 18 Months Warranty. Exclusive $100000 Product Protection Plan!. span class=\ a-list-item\ >Satisfies Government - School - Health care enterprise and Corporate account purchase order requirements.
2796,Other,Importer520 Flexible 3.5mm Mini Microphone Mic for PC/Laptop/Skype/VOIP/MSN/Yahoo,$4.89,,"Brand New Generic Bulk Package. Flexible cable design for easy height and angle positioning. Suitable for internet telephony, VOIP / SKYPE and speech recognition programs. Mini Flexible Microphone for PCs, Laptops, Notebooks, etc. Plug and play - no software to install Jack: 3.5mm, Length: 17cm / 6.7in"
2797,Other,LapWorks Laptop Legs Easy to Apply Creates 2 ergonomic elevations that cool notebook,,,"Cools &amp; elevates - provides extra laptop gripping. Always attached - no chance of getting lost. Easy to apply, just peel-n-stick and pop them on. Improves typing ergonomics - reduces heat build-up. 2 elevations to choose from - 1\  and 1-3/8\ "
