id,movie_name,year,directors,actors,critic_rating,genre,pg_rating,duration
1468,Dallas Buyers Club,2013,Jean-Marc Vallée,"Matthew McConaughey,Jennifer Garner,Jared Leto,Dallas Roberts,Jane McNeill,Steve Zahn,Dennis O'Hare,Kevin Rankin,Griffin Dunne,Juliet Reeves",3,Drama,Rated R,117 minutes
1469,Capital,2013,Costa-Gavras,"Gad Elmaleh,Natacha Régnier,Gabriel Byrne,Bernard Le Coq,Liya Kebede,Céline Sallette,Hippolyte Girardot,Paul Barrett",2.5,"Drama, Thriller",Rated R,114 minutes
1470,The Broken Circle Breakdown,2013,Felix Van Groeningen,"Veerle Baetens,Johan Heldenbergh,Nell Cattrysse,Geert Van Rampelberg,Nils De Caster,Robbie Cleiren,Bert Huysentruyt,Jan Bijvoet,Blanka Heirman",3.5,Drama,Rated NR,110 minutes
1471,Ass Backwards,2013,Chris Nelson,"June Diane Raphael,Casey Wilson,Vincent D'Onofrio,Alicia Silverstone,Jon Cryer,Brian Geraghty,Bob Odenkirk,Paul Scheer,Sandy Martin,Lea Delaria",2.5,"Adventure, Comedy",Rated NR,90 minutes
1472,Last Vegas,2013,Jon Turteltaub,"Robert De Niro,Morgan Freeman,Michael Douglas,Mary Steenburgen,Kevin Kline,Jerry Ferrara,Romany Malco,Roger Bart,Joanna Gleason",2.5,Comedy,Rated PG-13,
1473,Great Expectations,2013,Mike Newell,"Ralph Fiennes,Helena Bonham-Carter,Jason Flemyng,Robbie Coltrane,Holliday Grainger,Jeremy Irvine,Ewen Bremner,Sally Hawkins",2,Drama,Rated PG-13,128 minutes
1474,Best Man Down,2013,Ted Koland,"Justin Long,Jess Weixler,Tyler Labine,Addison Timlin,Shelley Long,Frances O'Connor,Evan Jones,Michael Landes,Peter Syvertsen,Jan Hammill,Sasha Andreev",1,"Comedy, Drama",Rated PG-13,90 minutes
1475,How I Live Now,2013,Kevin MacDonald,"Saoirse Ronan,Tom Holland,Anna Chancellor,George MacKay,Corey Johnson,Sophie Ellis,Harley Bird,Sabrina Dickens,Natasha Jones",3,"Action, Drama, Thriller",Rated R,101 minutes
1476,The Ghosts in Our Machine,2013,Liz Marshall,Jo-Anne McArthur,2,,Rated NR,
1477,The Book Thief,2013,Brian Percival,"Geoffrey Rush,Emily Watson,Sophie Nélisse,Ben Schnetzer,Nico Liersch,Joachim Paul Assböck,Sandra Nedeleff,Kirsten Block,Joachim Paul Assböck,Matthias Matschke",1.5,Drama,Rated PG-13,
1478,Go for Sisters,2013,John Sayles,"LisaGay Hamilton,Yolonda Ross,Edward James Olmos,Héctor Elizondo,Isaiah Washington",3,,Rated NR,123 minutes
1479,The Motel Life,2013,"Alan Polsky,Gabe Polsky","Dakota Fanning,Emile Hirsch,Stephen Dorff,Kris Kristofferson,Joshua Leonard,Noah Harpster,Garrett Backstrom,Andrew Lee,Nancy Youngblut,Jenica Bergere,Oren Skoog,Hayes MacArthur,Scott MacArthur",3.5,Drama,Rated R,95 minutes
1480,Faust,2013,Alexander Sokurov,"Johannes Zeiler,Anton Adasinsky,Isolda Dychauk,Georg Friedrich,Hanna Schygulla,Florian Brückner,Antje Lewald",3,"Drama, Fantasy, Foreign",,140 minutes
1481,The Great Beauty,2013,Paolo Sorrentino,"Toni Servillo,Carlo Verdone,Sabrina Ferilli,Carlo Buccirosso,Iaia Forte,Pamela Villoresi,Galatea Ranzi,Franco Graziosi,Giorgio Pasotti,Massimo Popolizio",4,"Comedy, Drama",Rated NR,150 minutes
1482,The Best Man Holiday,2013,Malcolm D. Lee,"Terrence Howard,Harold Perrineau Jr.,Monica Calhoun,Taye Diggs,Morris Chestnut,Sanaa Lathan,Regina Hall,Nia Long,Melissa De Sousa",3.5,Comedy,Rated R,
1483,Nebraska,2013,Alexander Payne,"Will Forte,Bruce Dern,Bob Odenkirk,June Squibb,Stacy Keach,Missy Doty",3.5,Drama,Rated R,110 minutes
1484,Ram-Leela,2013,Sanjay Leela Bhansali,"Ranveer Singh,Deepika Padukone,Krishna Singh Bisht",3,,Rated NR,155 minutes
1485,Baby Peggy: The Elephant in the Room,2013,Vera Iwerebor,"Baby Peggy,Paul Petersen",3,Documentary,,58 minutes
1486,Philomena,2013,Stephen Frears,"Judi Dench,Steve Coogan,Michelle Fairley,Mare Winningham,Charlie Murph,Simone Lahbib,Sophie Kennedy Clark,Charles Edwards,Sean Mahon",3.5,Drama,Rated R,94 minutes
1487,Bettie Page Reveals All,2013,Mark Mori,"Bettie Page,Tempest Storm,Hugh Hefner,Dita Von Teese,Rebecca Romijn,Bunny Yeager,Mamie Van Doren",2.5,Documentary,Rated R,101 minutes
1488,The Hunger Games: Catching Fire,2013,Francis Lawrence,"Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth,Sam Claflin,Elizabeth Banks,Alan Ritchson,Jena Malone,Stanley Tucci,Willow Shields,Woody Harrelson,Philip Seymour Hoffman,Donald Sutherland,Amanda Plummer,Meta Golding,Lenny Kravitz,Lynn Cohen,Toby Jones,Stephanie Leigh Schlund,Bruno Gunn,Maria Howell,E. Roger Mitchell,Patrick St. Esprit",3,"Action, Adventure, Science Fiction, Thriller",Rated PG-13,146 minutes
1489,About Time,2013,Richard Curtis,"Rachel McAdams,Bill Nighy,Domhnall Gleeson,Lee Asquith-Coe,Tom Hollander,Margot Robbie,Lisa Eichhorn",2.5,"Comedy, Drama, Science Fiction",Rated R,123 minutes
1490,Narco Cultura,2013,Shaul Schwarz,,4,Documentary,Rated R,103 minutes
1491,Detroit Unleaded,2013,Rola Nashef,"EJ Assi,Nada Shouhayib,Mike Batayeh,Akram El-Ahmar,Scott Norman,Mary Assel",1.5,Comedy,,93 minutes
1492,Hellbenders,2013,J.T. Petty,"Clifton Collins Jr.,Clancy Brown,Andre Royo,Robyn Rikoon",1.5,"Action, Foreign",Rated R,
1493,Torn,2013,Jeremiah Birnbaum,"Mahnoor Baloch,Faran Tahir,Dendrie Taylor,John Heard,Sharon Washington,Patrick St. Esprit,Jordan Parrott,Sagar Parekh,Jeffrey Weissman,Adam Lazarre-White,Shannon Finn,Karen Kahn,Shruti Tewari",2,,,80 minutes
1494,Haunter,2013,Vincenzo Natali,"Abigail Breslin,Stephen McHattie,David Hewlett,David Knoller,Peter Outerbridge,Michelle Nolden",2.5,"Horror, Mystery, Thriller",,97 minutes
1495,Khumba,2013,Anthony Silverston,"Jake T. Austin,AnnaSophia Robb,Liam Neeson,Steve Buscemi,Laurence Fishburne,Richard E. Grant,Catherine Tate,Anika Noni Rose",1.5,"Adventure, Animation, Family",,90 minutes
1496,Riddick,2013,David Twohy,"Vin Diesel,Karl Urban,Katee Sackhoff,Jordi Mollà,Bokeem Woodbine,Nolan Gerard Funk,Noah Danby,Neil Napier,Dave Bautista",2.5,"Action, Science Fiction, Thriller",Rated R,119 minutes
1497,Once Upon A Time In Mumbai Dobaara!,2013,Milan Lutheria,"Akshay Kumar,Sonakshi Sinha,Imran Khan,Sonali Bendre,Pitobash Tripathy",2,"Action, Crime, Drama",Rated NR,
1498,Hannah Arendt,2012,Margarethe von Trotta,"Barbara Sukowa,Axel Milberg,Janet McTeer,Julia Jentsch,Michael Degen,Nicholas Woodeson,Ulrich Noethen",3,Drama,Rated NR,113 minutes
1499,The Mortal Instruments: City of Bones,2013,Harald Zwart,"Lily Collins,Jamie Campbell Bower,Kevin Zegers,Jemima West,Robert Sheehan,Jared Harris,Lena Headey,Aidan Turner,Godfrey Gao",1,"Action, Adventure, Drama",,
1500,Savannah,2013,Annette Haywood-Carter,"James Caviezel,Jaimie Alexander,Chiwetel Ejiofor,Jack McBrayer,Bradley Whitford,Sam Shepard,Hal Holbrook",1,Drama,Rated PG-13,101 minutes
1501,Standing Up,2013,D.J. Caruso,"Chandler Canterbury,Annalise Basso,Radha Mitchell,Val Kilmer,Keith Flippen,William J. Harrison",2,,,89 minutes
1502,Thérèse,2012,Claude Miller,"Audrey Tautou,Gilles Lellouche,Anaïs Demoustier,Stanley Weber,Yves Jacques,Francis Perrin,Isabelle Sadoyan,Catherine Arditi,Jérôme Thibault",2,"Drama, Foreign",,110 minutes
1503,Short Term 12,2013,Destin Cretton,"Brie Larson,John Gallagher Jr.,Kaitlyn Dever,Melora Walters",3.5,,Rated R,96 minutes
1504,Una noche,2013,Lucy Mulloy,"Daniel Arrechaga,Analin de la Rua de la Torre,Javier Nunez Florian,Maria Adelaida Mendez Bonet,Greisy del Valle,Katia Caso",3.5,Foreign,,90 minutes
1505,Paradise: Faith,2012,Ulrich Seidl,"Maria Hofstätter,Nabil Saleh,Natalya Baranova,Rene Rupnik",3,Drama,Rated NR,113 minutes
1506,The World's End,2013,Edgar Wright,"Simon Pegg,Nick Frost,Rosamund Pike,Paddy Considine,Eddie Marsan,Martin Freeman,David Bradley,Bill Nighy",3.5,"Action, Comedy, Science Fiction",Rated R,109 minutes
1507,The Grandmaster,2013,Wong Kar-Wai,"Tony Leung Chiu-Wai,Ziyi Zhang,Song Hye-Kyo,Chang Chen,Wong Hing-Cheung,Zhao Ben-Shan",3,"Action, Drama, Foreign, History",Rated PG-13,130 minutes
1508,I Used to Be Darker,2013,Matthew Porterfield,"Hannah Gross,Kim Taylor,Deragh Campbell,Ned Oldham,Geoff Grace,Adèle Exarchopoulos,Declan Sammon,Jack Carneal,Jimi Zhivago,Ellis Woodward,John Belanger",2,Drama,,90 minutes
1509,Runner Runner,2013,Brad Furman,"Ben Affleck,Gemma Arterton,Justin Timberlake,Anthony Mackie,David Costabile",2,"Crime, Drama, Thriller",Rated R,91 minutes
1510,A.C.O.D.,2013,Stu Zicherman,"Mary Elizabeth Winstead,Jessica Alba,Adam Scott,Jane Lynch,Amy Poehler,Richard Jenkins,Catherine O'Hara,Clark Duke,Adam Pally",3,,Rated R,95 minutes
1511,Besharam,2013,Abhinav Kashyap,"Amitosh Nagpal,Ranbir Kapoor,Pallavi Sharda,Rishi Kapoor,Neetu Singh,Javed Jaffrey",1.5,,,
1512,Parkland,2013,Peter Landesman,"Paul Giamatti,Colin Hanks,Zac Efron,Billy Bob Thornton,Marcia Gay Harden,Jacki Weaver,Tom Welling,Ron Livingston,Jackie Earle Haley",2,"Drama, History",Rated PG-13,93 minutes
1513,Drinking Buddies,2013,Joe Swanberg,"Olivia Wilde,Jake Johnson,Anna Kendrick,Ron Livingston,Ti West,Mike Brune,Jason Sudeikis,Frank V. Ross,Joe Swanberg",1,"Comedy, Romance",Rated R,90 minutes
1514,A Touch of Sin,2013,Zhang Ke Jia,"Wu Jiang,Vivien Li Meng,Lanshan Luo,Wang Bao-Qiang,Jia-yi Zhang,Tao Zhao",3,,,133 minutes
1515,Dracula 3D,2013,Dario Argento,"Thomas Kretschmann,Asia Argento,Rutger Hauer,Marta Gastini,Unax Ugalde,Miriam Giovanelli,Maria Cristina Heller,Morgane Slemp,Augusto Zucchi,Giuseppe Lo Console,Christian Burruano,Giovanni Franzoni",2,"Horror, Romance, Thriller",,109 minutes
1516,You're Next,2011,Adam Wingard,"Sharni Vinson,Ti West,Barbara Crampton,Amy Seimetz,Wendy Glenn,Joe Swanberg,AJ Bowen,Kate Lyn Sheil,Rob Moran,Nicholas Tucci",1.5,"Horror, Thriller",Rated R,96 minutes
1517,Red Obsession,2013,"David Roach,Warwick Ross",Russell Crowe,3.5,Documentary,,75 minutes
1518,Concussion,2013,Stacie Passon,"Robin Weigert,Maggie Siff,Johnathan Tchaikovsky,Julie Fain Lawrence,Ben Shenkman,Janel Moloney,Daniel London",3.5,,Rated R,93 minutes
1519,Dislecksia: The Movie,2013,Harvey Hubbell V,,3,,Rated NR,86 minutes
1520,Gravity,2013,Alfonso Cuarón,"Sandra Bullock,George Clooney,Basher Savage",4,"Drama, Science Fiction, Thriller",Rated PG-13,93 minutes
1521,Enough Said,2013,Nicole Holofcener,"Julia Louis-Dreyfus,James Gandolfini,Catherine Keener,Ben Falcone,Toni Collette,Amy Landecker,Michaela Watkins",3,Comedy,Rated PG-13,91 minutes
1522,Newlyweeds,2013,Shaka King,"Amari Cheatom,Trae Harris,Tone Tank,Isiah Whitlock Jr.,Colman Domingo,Adrian Martinez,Tonya Pinkins,Diane Neal",3,,Rated R,87 minutes
1523,C.O.G.,2013,Kyle Patrick Alvarez,"Jonathan Groff,Troian Bellisario,Corey Stoll,Dale Dickey,Dennis O'Hare,Dean Stockwell,Casey Wilson,Danny Belrose,Tommy Hestmark",3,,Rated R,92 minutes
1524,Rush,2013,Ron Howard,"Daniel Brühl,Chris Hemsworth,Olivia Wilde,Alexandra Maria Lara,Natalie Dormer,Christian McKay,Tom Wlaschiha",2,"Action, Drama, Sports Film",Rated R,123 minutes
1525,Battle of the Year,2013,Benson Lee,"Josh Holloway,Laz Alonso,Josh Peck,Caity Lotz,Chris Brown,Terrence Jenkins,Weronika Rosati,Ivan 'Flipz' Velez,Jesse Erwin,Steve Terada",0.5,"Drama, Musical",Rated PG-13,
1526,Prisoners,2013,Denis Villeneuve,"Jake Gyllenhaal,Hugh Jackman,Paul Dano,Maria Bello,Melissa Leo,Viola Davis,Terrence Howard",2.5,"Crime, Drama, Thriller",Rated R,146 minutes
1527,Thanks for Sharing,2013,Stuart Blumberg,"Mark Ruffalo,Gwyneth Paltrow,Tim Robbins,Carol Kane,Josh Gad,Pink,Patrick Fugit,Joely Richardson",2,"Comedy, Drama",Rated R,110 minutes
1528,Blue Caprice,2013,Alexandre Moors,"Isaiah Washington,Tequan Richmond,Joey Lauren Adams,Cassandra Freeman,Tim Blake Nelson,Leo Fitzpatrick,Al Sapienza,Bruce Kirkpatrick,Alexis Iacono,Greg Paul",2.5,,Rated R,93 minutes
1529,A Single Shot,2013,David M. Rosenthal,"Sam Rockwell,William H. Macy,Jeffrey Wright,Kelly Reilly,Ted Levine,Jason Isaacs,Joe Anderson,Ophelia Lovibond,Melissa Leo",2,"Crime, Drama, Thriller",Rated R,116 minutes
1530,After Tiller,2013,"Martha Shane,Lana Wilson",,3,,Rated PG-13,85 minutes
1531,Wedding Palace,2013,Christine Yoo,"Brian Tee,Hye-jeong Kang,Bobby Lee,Jean Yoon,Angela Oh",1,"Comedy, Romance",Rated NR,98 minutes
1532,Phata Poster Nikhla Hero,2013,Rajkumar Santoshi,"Shahid Kapoor,Ileana D'Cruz,Padmini Kolhapure,Darshan Jariwala,Saurab Shukhla,Sanjay Mishra",3,"Action, Comedy",,146 minutes
1533,Ip Man: The Final Fight,2013,Herman Yau,"Anthony Wong Chau-Sang,Gillian Chung,Eric Tsang,Zhou Chu-Chu,Timmy Hung,Jiang Lu-Xia,Xiong Xin-Xin,Anita Yuen,Jordan Chan Siu-Chun",2.5,"Action, Drama",Rated PG-13,100 minutes
1534,Haute Cuisine,2013,Christian Vincent,"Catherine Frot,Arthur Dupont,Jean-Marc Roulot,Jean D'ormesson,Hippolyte Girardot,Arly Jover,Brice Fournier,Joe Sheridan",3,Comedy,Rated PG-13,95 minutes
1535,The Colony,2013,Jeff Renfroe,"Laurence Fishburne,Kevin Zegers,Bill Paxton,Charlotte Sullivan,John Tench,Atticus Dean Mitchell,Dru Viergever,Romano Orzari",1.5,"Action, Science Fiction, Thriller",Rated NR,95 minutes
1536,Don Jon,2013,Joseph Gordon-Levitt,"Joseph Gordon-Levitt,Scarlett Johansson,Julianne Moore,Brie Larson,Tony Danza,Glenne Headly,Rob Brown",1.5,"Comedy, Drama",Rated R,90 minutes
1537,Muscle Shoals,2013,Greg 'Freddy' Camalier,"Gregg Allman,Bono,Clarence Carter,Jimmy Cliff,Aretha Franklin",3,,Rated PG,111 minutes
1538,Inequality for All,2013,Jacob Kornbluth,,3.5,,,88 minutes
1539,Running Wild: The Life of Dayton O. Hyde,2013,Suzanne Mitchell,Dayton O. Hyde,2,,,92 minutes
1540,All Is Bright,2013,Phil Morrison,"Paul Rudd,Paul Giamatti,Sally Hawkins,Peter Hermann,Michael Drayer,Halley Feiffer,Amy Landecker,Amanda Warren,Curtiss Cook,Barbara Vincent,Morgan Spector",2,"Comedy, Drama",Rated R,107 minutes
1541,Cloudy with a Chance of Meatballs 2,2013,"Cody Cameron,Kris Pearn","Bill Hader,Anna Faris,James Caan,Will Forte,Andy Samberg,Benjamin Bratt,Neil Patrick Harris,Terry Crews,Kristen Schaal",2.5,"Animation, Family",Rated PG,95 minutes
1542,Cassadaga,2011,Anthony DiBlasi,"Kelen Coleman,Louise Fletcher,Kevin Alejandro,Lucius Baston",1.5,"Horror, Thriller",,108 minutes
1543,Broadway Idiot,2013,Doug Hamilton,"Billie Joe Armstrong,Michael Mayer,John Gallagher Jr.,Michael Esper,Mary Faber,Rebecca Naomi Jones,Christina Sajous,Stark Sands,Tony Vincent,Tom Kitt,Steven Hoggett",3.5,Documentary,,80 minutes
1544,Metallica Through the Never,2013,Nimród Antal,"Dane DeHaan,Mackenzie Gray,James Hetfield,Lars Ulrich,Kirk Hammett",3.5,Musical,Rated R,
1545,Zero Charisma,2013,"Katie Graham,Andrew Matthews","Sam Eidson,Garrett Graham,Brock England,Anne Gee Byrd,Cyndi Williams,Brian Losoya,Vincent James Prendergast,Katie Folger,John Gholson,Dakin Matthews",2.5,Comedy,,86 minutes
1546,Romeo and Juliet,2013,Carlo Carlei,"Douglas Booth,Hailee Steinfeld,Christian Cooke,Damian Lewis,Natascha McElhone,Paul Giamatti,Kodi Smit-McPhee,Ed Westwick,Lesley Manville",1.5,"Drama, Foreign, Romance",Rated PG-13,118 minutes
1547,The Snow Queen,2013,"Vladlen Barbe,Maksim Sveshnikov","Ivan Okhlobystin,Dmitriy Nagiev,Lyudmila Artemeva,Anna Ardova,Liza Arzamasova",1.5,,,80 minutes
1548,Escape from Tomorrow,2013,Randy Moore,"Roy Abramsohn,Elena Schuber,Katelynn Rodriguez,Annet Mahendru,Danielle Safady,Alison Lees-Taylor,Jack Dalton",3,"Drama, Fantasy, Horror",,90 minutes
1549,Captain Phillips,2013,Paul Greengrass,"Tom Hanks,Catherine Keener,Max Martini,Chris Mulkey,Yul Vazquez,Corey Johnson,David Warshofsky,John Magaro,Michael Chernus,Angus MacInnes",3,"Action, Drama, Thriller",Rated PG-13,134 minutes
1550,The Inevitable Defeat of Mister and Pete,2013,George Tillman Jr,"Skylan Brooks,Ethan Dizon,Jennifer Hudson,Jordin Sparks,Anthony Mackie,Jeffrey Wright",2,,,120 minutes
1551,When Comedy Went to School,2013,"Mevlut Akkaya,Ron Frank",,2.5,"Comedy, Documentary, Drama",Rated NR,83 minutes
1552,Five Dances,2013,Alan Brown,"Ryan Steele,Reed Luplau,Catherine Miller,Kimiye Corwin",2.5,"Drama, Musical, Romance",,83 minutes
1553,Machete Kills,2013,Robert Rodriguez,"Jessica Alba,Mel Gibson,Michelle Rodriguez,Danny Trejo,Tom Savini,Sofía Vergara,Lady Gaga,Vanessa Hudgens,Alexa Vega,Cuba Gooding Jr.,Amber Heard,Demián Bichir,Charlie Sheen",2,Action,Rated R,107 minutes
1554,All The Boys Love Mandy Lane,2013,Jonathan Levine,"Amber Heard,Anson Mount,Michael Welch,Whitney Able,Edwin Hodge,Aaron Himelstein,Luke Grimes,Melissa Price,Adam Powell,Peyton Hayslip,Brooke Bloom,Robert Earl Keen",2,Horror,,90 minutes
1555,Touchy Feely,2013,Lynn Shelton,"Rosemarie DeWitt,Josh Pais,Ellen Page,Scoot McNairy,Allison Janney,Ron Livingston,Alycia Delmore",2.5,Drama,Rated R,90 minutes
1556,I Am Breathing,2013,"Emma Davie,Morag McKinnon",Neil Platt,3.5,Documentary,,72 minutes
1557,Hell Baby,2013,"Robert Ben Garant,Thomas Lennon","Rob Corddry,Leslie Bibb,Rob Huebel,Keegan Michael Key,Paul Scheer,Thomas Lennon,Michael Ian Black,Brittney Alger,Dave Holmes,Alex Berg",2,"Comedy, Horror",Rated R,98 minutes
1558,Populaire,2013,Régis Roinsard,"Romain Duris,Déborah François,Bérénice Bejo,Shaun Benson,Mélanie Bernier,Nicolas Bedos,Miou-Miou",2.5,Comedy,Rated R,111 minutes
1559,CBGB,2013,Randall Miller,"Alan Rickman,Rupert Grint,Malin Åkerman,Johnny Galecki,Stana Katic,Ashley Greene,Justin Bartha,Ryan Hurst,Kyle Gallner",1,"Drama, History, Music",Rated R,
1560,Adore,2013,Anne Fontaine,"Naomi Watts,Robin Wright,Xavier Samuel,James Frecheville,Ben Mendelsohn,Sophie Lowe",2.5,Drama,Rated R,100 minutes
1561,Salinger,2013,Shane Salerno,"Philip Seymour Hoffman,Edward Norton,John Cusack,Tom Wolfe,Martin Sheen,Gore Vidal",1.5,Documentary,Rated PG-13,120 minutes
1562,Winnie Mandela,2013,Darrell James Roodt,"Jennifer Hudson,Terrence Howard,Elias Koteas,Wendy Crewson,Angelique Pretorius",2.5,"Drama, Foreign",Rated R,107 minutes
1563,Things Never Said,2013,Charles Murray,"Shanola Hampton,Elimu Nelson,Omari Hardwick,Tamala Jones,Michael Beach,Dorian Missick,Anika C. McFall,Charlayne Woodard,Tom Wright",2,Drama,Rated R,112 minutes
1564,A Teacher,2013,Hannah Fidell,"Lindsay Burdge,Will Brittain,Jennifer Prediger,Jonny Mars,Julie Dell Phillips,Chris Doubek,Michael J. Wilson",2,Drama,,75 minutes
1565,My Father And The Man In Black,2013,Jonathan Holiff,"Johnny Cash,Saul Holiff,June Carter Cash,David Disher,Gary Holiff",3,Documentary,,90 minutes
1566,Mademoiselle C,2013,Fabien Constant,"Tom Ford,Donatella Versace,Karl Lagerfeld,Carine Roitfeld",3,Documentary,,
1567,Shuddh Desi Romance,2013,Maneesh Sharma,"Parineeti Chopra,Sushant Singh Rajput,Vaani Kapoor",3.5,"Comedy, Drama, Romance",,
1568,You Will Be My Son,2013,Gilles Legrand,"Niels Arestrup,Lorànt Deutsch,Patrick Chesnais,Anne Marivin,Nicolas Bridet,Valérie Mairesse,Jean-Marc Roulot,Urbain Cancelier",3.5,Drama,Rated R,102 minutes
1569,The Patience Stone,2013,Atiq Rahimi,"Golshifteh Farahani,Hamid Djavadan,Hassina Burgan,Massi Mrowat,Mohamed Al Maghraoui,Malak Djaham Khazal",2.5,Drama,Rated R,98 minutes
1570,Plush,2013,Catherine Hardwicke,"Emily Browning,Xavier Samuel,Cam Gigandet,Dawn Olivieri,Frances Fisher,Thomas Dekker,Marlene Forte,Kennedy Waite,Kimiko Gelman,Christopher Craven",0.5,Thriller,Rated R,
1571,Harry Dean Stanton: Partly Fiction,2013,Sophie Huber,"Harry Dean Stanton,David Lynch,Sam Shepard,Kris Kristofferson,Wim Wenders,Deborah Harry",3.5,Documentary,Rated NR,76 minutes
1572,GMO OMG,2013,Jeremy Seifert,,1,Documentary,Rated NR,90 minutes
1573,Mother of George,2013,Andrew Dosunmu,"Danai Gurira,Isaach de Bankolé,Yaya Alafia,Anthony Okungbowa,Bukky Ajayi,Angelique Kidjo,Mutiyat Ade-Salu",3,,,106 minutes
1574,Herb & Dorothy 50x50,2013,Megumi Sasaki,"Dorothy Vogel,Herbert Vogel,Paula Antebi,Robert Barry,Lisa Bradley,Christo and Jeanne-Claude,Chuck Close,Charles Clough",3,Documentary,,
1575,Insidious Chapter 2,2013,James Wan,"Rose Byrne,Patrick Wilson,Lin Shaye,Ty Simpkins,Barbara Hershey",2,"Horror, Thriller",Rated PG-13,
1576,Sample This,2013,Dan Forrer,"Gene Simmons,Roosevelt Grier,Melle Mel,Ahmir-Khalib Thompson",3,,,85 minutes
1577,The Family,2013,Luc Besson,"Robert De Niro,Michelle Pfeiffer,Tommy Lee Jones,Dianna Agron,John D'Leo,Vincent Pastore,Joseph Perrino,Paul Borghese,Jimmy Palumbo,Kresh Novakovic",3,"Comedy, Crime, Drama, Thriller",Rated R,
1578,Jayne Mansfield's Car,2013,Billy Bob Thornton,"Kevin Bacon,Shawnee Smith,Ray Stevenson,John Hurt,Robert Duvall,Billy Bob Thornton,Frances O'Connor,Robert Patrick",2,Drama,,122 minutes
1579,Madras Cafe,2013,Shoojit Sircar,"John Abraham,Nargis Fakhri,Rashi Khanna,Siddharth Basu,Prakash Belawadi",1.5,,,
1580,I Declare War,2013,"Jason Lapeyre,Robert Wilson","Siam Yu,Gage Munroe,Michael Friend,Aidan Gouveia,Mackenzie Munro,Alex Cardillo,Dyson Fyke,Spencer Howes,Andy Reid,Kolton Stewart,Richard Nguyen,Eric Hanson,Alex Wall",1.5,"Action, Comedy, Drama",Rated R,94 minutes
1581,The Frozen Ground,2013,Scott Walker,"Nicolas Cage,Vanessa Anne Hudgens,John Cusack,Dean Norris,Radha Mitchell,50 Cent",3,"Crime, Drama, Thriller",Rated R,105 minutes
1582,Getaway,2013,Courtney Solomon,"Ethan Hawke,Selena Gomez,Jon Voight,Paul Freeman,Bruce Payne,Rebecca Budig",1.5,"Action, Crime",Rated PG-13,
1583,Afternoon Delight,2013,Jill Soloway,"Kathryn Hahn,Juno Temple,Josh Radnor,Jane Lynch,Annie Mumolo,Jessica St. Clair,John Kapelos,Michaela Watkins,Suzy Nakamura",2,"Comedy, Drama",Rated R,99 minutes
1584,Our Nixon,2013,Penny Lane,"Richard Nixon,John Ehrlichman,Harry Robbins Haldeman,Dwight L. Chapin,Lawrence Higby,Pat Nixon,Daniel Ellsberg,Mao Zedong,George McGovern",3,Documentary,,84 minutes
1585,Closed Circuit,2013,John Crowley,"Eric Bana,Rebecca Hall,Ciarán Hinds,Jim Broadbent",2,"Crime, Drama, Mystery",Rated R,
1586,One Direction: This Is Us,2013,Morgan Spurlock,"Harry Styles,Niall Horan,Zayn Malik,Louis Tomlinson,Liam Payne",2,"Documentary, Music",Rated PG,92 minutes
1587,The Lifeguard,2013,Liz W. Garcia,"Kristen Bell,Mamie Gummer,Martin Starr,Alex Shaffer,Amy Madigan,Joshua Harto",2,"Comedy, Drama, Romance",Rated R,94 minutes
1588,Bounty Killer,2013,Henry Saine,"Matthew Marsden,Kristanna Loken,Christian Pitre,Barak Hardley,Abraham Benrubi,Gary Busey,Beverly D'Angelo,Eve,Kevin McNally,Alexa Vega",2,Action,Rated R,93 minutes
1589,Baggage Claim,2013,David E. Talbert,"Paula Patton,Tia Mowry-Hardrict,Adam Brody,Djimon Hounsou,Christina Milian,Taye Diggs,Derek Luke,Lauren London,Trey Songz,Jill Scott,Affion Crockett,Estrella Nouri,Trae Ireland",1.5,Comedy,Rated PG-13,
