id,movie_name,year,directors,actors,movie_rating,genre,duration
4081,Firepower,1993,Richard Pepin,"Chad McQueen, Gary Daniels, George Murdock",5.3,"Action, Crime",95 min 
4082,Fist of Honor,1993,Richard Pepin,"Sam J. Jones, Joey House, Abe Vigoda",4.4,"Action, Drama",95 min 
4083,Fit to Kill,1993,Andy Sidaris,"Dona Speir, Roberta Vasquez, Bruce Penhall",3.4,"Action, Thriller",97 min 
4084,The Legend,1993,Corey Yuen,"Jet Li, Josephine Siao, Michelle Reis",7.3,"Action, Comedy, History",100 min 
4085,The Legend II,1993,Corey Yuen,"Jet Li, Josephine Siao, Adam Cheng",7.1,"Action, Adventure, Comedy",95 min 
4086,The Fugitive,1993,Andrew Davis,"Harrison Ford, Tommy Lee Jones, Sela Ward",7.8,"Action, Adventure, Crime",130 min 
4087,Full Contact,1993,Rick Jacobson,"Jerry Trimble, Howard Jackson, Alvin Prouder",6.1,"Action, Crime, Drama",96 min 
4088,Godzilla vs. Mechagodzilla II,1993,Takao Okawara,"Masahiro Takashima, Ryoko Sano, Megumi Odaka",6.6,"Action, Adventure, Drama",105 min 
4089,Gumrah,1993,Mahesh Bhatt,"Sanjay Dutt, Sridevi, Anupam Kher",6.2,"Action, Crime, Drama",149 min 
4090,Hard Target,1993,John Woo,"Jean-Claude Van Damme, Lance Henriksen, Yancy Butler",6.1,"Action, Thriller",97 min 
4091,Heaven & Earth,1993,Oliver Stone,"Hiep Thi Le, Tommy Lee Jones, Haing S. Ngor",6.8,"Action, Biography, Drama",140 min 
4092,Hot Shots! Part Deux,1993,Jim Abrahams,"Charlie Sheen, Lloyd Bridges, Valeria Golino",6.6,"Action, Comedy",86 min 
4093,Once Upon a Time in China IV,1993,Bun Yuen,"Wenzhuo Zhao, Jean Wang, Siu Chung Mok",5.9,Action,102 min 
4094,Once Upon a Time in China IV,1993,Bun Yuen,"Wenzhuo Zhao, Jean Wang, Siu Chung Mok",5.9,Action,102 min 
4095,In the Line of Fire,1993,Wolfgang Petersen,"Clint Eastwood, John Malkovich, Rene Russo",7.2,"Action, Crime, Drama",128 min 
4096,Al-irhab wal kabab,1993,Sherif Arafa,"Adel Imam, Youssra, Kamal Al-Shennawi",7.5,"Action, Comedy, Crime",105 min 
4097,Judgment Night,1993,Stephen Hopkins,"Emilio Estevez, Cuba Gooding Jr., Denis Leary",6.6,"Action, Crime, Drama",110 min 
4098,Kill Zone,1993,Cirio H. Santiago,"David Carradine, Tony Dorsett, Rob Youngblood",4.4,"Action, War",81 min 
4099,Knights,1993,Albert Pyun,"Kathy Long, Kris Kristofferson, Lance Henriksen",5,"Action, Adventure, Sci-Fi",90 min 
4100,Lady Dragon 2,1993,David Worth,"Cynthia Rothrock, Billy Drago, Sam J. Jones",4.2,"Action, Thriller",95 min 
4101,Last Action Hero,1993,John McTiernan,"Arnold Schwarzenegger, F. Murray Abraham, Art Carney",6.2,"Action, Adventure, Comedy",130 min 
4102,Mandroid,1993,Jack Ersgard,"Brian Cousins, Jane Caldwell, Michael Della Femina",3.8,"Action, Sci-Fi",81 min 
4103,The Meteor Man,1993,Robert Townsend,"Robert Townsend, Marla Gibbs, Eddie Griffin",4.9,"Action, Comedy, Fantasy",100 min 
4104,Mr. Nanny,1993,Michael Gottlieb,"Hulk Hogan, Sherman Hemsley, Afa Anoai",3.5,"Action, Comedy, Family",84 min 
4105,Loaded Weapon 1,1993,Gene Quintano,"Emilio Estevez, Samuel L. Jackson, Jon Lovitz",6.1,"Action, Comedy, Crime",84 min 
4106,Ninja Scroll,1993,Yoshiaki Kawajiri,"Stephen Apostolina, Dean Wein, Wendee Lee",7.9,"Animation, Action, Adventure",94 min 
4107,Nowhere to Run,1993,Robert Harmon,"Jean-Claude Van Damme, Rosanna Arquette, Kieran Culkin",5.5,"Action, Crime, Drama",94 min 
4108,Only the Strong,1993,Sheldon Lettich,"Mark Dacascos, Stacey Travis, Geoffrey Lewis",6.6,"Action, Drama",99 min 
4109,The Outfit,1993,J. Christian Ingvordsen,"Lance Henriksen, Martin Kove, Billy Drago",4,"Crime, Action, Thriller",92 min 
4110,Philadelphia Experiment II,1993,Stephen Cornwell,"Brad Johnson, Marjean Holden, Gerrit Graham",4.5,"Action, Adventure, Sci-Fi",97 min 
4111,Point of No Return,1993,John Badham,"Bridget Fonda, Gabriel Byrne, Dermot Mulroney",5.9,"Action, Crime, Drama",109 min 
4112,The Program,1993,David S. Ward,"James Caan, Halle Berry, Omar Epps",6.4,"Action, Drama, Sport",112 min 
4113,Quick,1993,Rick King,"Teri Polo, Martin Donovan, Jeff Fahey",5.6,"Action, Crime",94 min 
4114,Ring of Fire II: Blood and Steel,1993,Richard W. Munchkin,"Don 'The Dragon' Wilson, Maria Ford, Sy Richardson",3.4,"Action, Drama, Sport",94 min 
4115,Rising Sun,1993,Philip Kaufman,"Sean Connery, Wesley Snipes, Harvey Keitel",6.2,"Action, Crime, Drama",129 min 
4116,RoboCop 3,1993,Fred Dekker,"Nancy Allen, Robert John Burke, Mario Machado",3.9,"Action, Crime, Drama",104 min 
4117,Robot Wars,1993,Albert Band,"Don Michael Paul, Barbara Crampton, James Staley",4.1,"Action, Sci-Fi",69 min 
4118,Romeo Is Bleeding,1993,Peter Medak,"Gary Oldman, Lena Olin, Wallace Wood",6.6,"Action, Crime, Drama",100 min 
4119,Roop Ki Rani Choron Ka Raja,1993,Satish Kaushik,"Anil Kapoor, Sridevi, Anupam Kher",4.9,"Action, Drama, Musical",190 min 
4120,Running Cool,1993,Beverly Sebastian,"Andrew Divoff, Tracy Sebastian, Dedee Pfeiffer",6.5,Action,106 min 
4121,The Eagle Shooting Heroes,1993,Jeffrey Lau,"Leslie Cheung, Brigitte Lin, Maggie Cheung",7.3,"Action, Comedy, Fantasy",100 min 
4122,Iron Monkey,1993,Woo-Ping Yuen,"Rongguang Yu, Donnie Yen, Jean Wang",7.6,"Action, Crime, Drama",85 min 
4123,Sniper,1993,Luis Llosa,"Tom Berenger, Billy Zane, J.T. Walsh",6.1,"Action, Drama, Thriller",98 min 
4124,Sonatine,1993,Takeshi Kitano,"Takeshi Kitano, Aya Kokumai, Tetsu Watanabe",7.6,"Action, Comedy, Crime",94 min 
4125,Street Knight,1993,Albert Magnoli,"Jeff Speakman, Christopher Neame, Lewis Van Bergen",5.1,"Action, Drama, Crime",91 min 
4126,Striking Distance,1993,Rowdy Herrington,"Bruce Willis, Sarah Jessica Parker, Dennis Farina",5.8,"Action, Crime, Mystery",102 min 
4127,Surf Ninjas,1993,Neal Israel,"Ernie Reyes Sr., Rob Schneider, Ernie Reyes Jr.",4.9,"Action, Adventure, Comedy",87 min 
4128,TC 2000,1993,T.J. Scott,"Billy Blanks, Bolo Yeung, Jalal Merhi",4.3,"Action, Sci-Fi",91 min 
4129,Tai-Chi Master,1993,Woo-Ping Yuen,"Jet Li, Michelle Yeoh, Siu-Ho Chin",7.3,"Action, Comedy, Drama",96 min 
4130,Teenage Bonnie and Klepto Clyde,1993,John Shepphird,"Maureen Flannigan, Scott Wolf, Bentley Mitchum",5.4,"Action, Drama",90 min 
4131,Teenage Mutant Ninja Turtles III,1993,Stuart Gillard,"Elias Koteas, Paige Turco, Stuart Wilson",4.8,"Action, Adventure, Comedy",96 min 
4132,Terminator Woman,1993,Michel Qissi,"Jerry Trimble, Karen Sheperd, Michel Qissi",5,Action,105 min 
4133,The Three Musketeers,1993,Stephen Herek,"Charlie Sheen, Kiefer Sutherland, Chris O'Donnell",6.3,"Action, Adventure, Comedy",105 min 
4134,Time Runner,1993,Michael Mazo,"Mark Hamill, Rae Dawn Chong, Brion James",4,"Action, Adventure, Sci-Fi",90 min 
4135,Tombstone,1993,George P. Cosmatos,"Kurt Russell, Val Kilmer, Sam Elliott",7.8,"Action, Drama, History",130 min 
4136,Once Upon a Time in China III,1993,Hark Tsui,"Jet Li, Rosamund Kwan, Siu Chung Mok",6.8,"Action, Adventure, Biography",109 min 
4137,Run and Kill,1993,Hin Sing 'Billy' Tang,"Kent Cheng, Simon Yam, Danny Lee",6.8,"Action, Crime, Drama",90 min 
4138,Holy Weapon,1993,Jing Wong,"Michelle Yeoh, Carol 'Do Do' Cheng, Maggie Cheung",6.4,"Action, Comedy, Fantasy",98 min 
4139,Executioners,1993,Siu-Tung Ching,"Maggie Cheung, Michelle Yeoh, Anita Mui",5.8,"Action, Comedy, Sci-Fi",101 min 
4140,Butterfly and Sword,1993,Michael Mak,"Tony Chiu Wai Leung, Michelle Yeoh, Joey Wang",6.2,"Action, Adventure, Fantasy",88 min 
4141,The Evil Cult,1993,Jing Wong,"Jet Li, Sharla Cheung, Chingmy Yau",6.4,"Action, Fantasy, History",99 min 
4142,Temptation of a Monk,1993,Clara Law,"Joan Chen, Hsing-kuo Wu, Fengyi Zhang",6.9,"Adventure, Drama, Romance",118 min 
4143,Crime Story,1993,Kirk Wong,"Jackie Chan, Kent Cheng, Christine Ng",6.9,"Action, Crime, Drama",103 min 
4144,American Cyborg: Steel Warrior,1993,Boaz Davidson,"Joe Lara, Nicole Hansen, John Saint Ryan",3.4,"Action, Sci-Fi",94 min 
4145,American Yakuza,1993,Frank A. Cappello,"Viggo Mortensen, Ryo Ishibashi, Michael Nouri",5.7,"Action, Crime, Drama",96 min 
4146,CIA II: Target Alexa,1993,Lorenzo Lamas,"Lorenzo Lamas, Kathleen Kinmont, John Savage",3.7,"Action, Thriller",90 min 
4147,Cyborg Cop,1993,Sam Firstenberg,"David Bradley, John Rhys-Davies, Todd Jensen",3.9,"Action, Sci-Fi",95 min 
4148,Gunmen,1993,Deran Sarafian,"Christopher Lambert, Mario Van Peebles, Denis Leary",5.2,"Action, Comedy, Crime",94 min 
4149,Showdown,1993,Robert Radler,"Billy Blanks, Kenn Scott, Christine Taylor",5.1,Action,100 min 
4150,Undefeatable,1993,Godfrey Ho,"Cynthia Rothrock, Don Niam, John Miller",3.9,"Action, Thriller",90 min 
4151,The Criminal Mind,1993,Joseph Vittorie,"Frank Rossi, Ben Cross, Tahnee Welch",3.6,"Action, Crime, Drama",93 min 
4152,Gung hoi keung gaan fung,1993,Kei Ying Cheung,"Ching-Ying Lam, Chi Wai Tai, Wai Shum",5.4,"Action, Crime",91 min 
4153,Dragon Ball Z: Bojack Unbound,1993,Yoshihiro Ueda,"Masako Nozawa, Toshio Furukawa, Mayumi Tanaka",7.4,"Animation, Action",50 min 
4154,Waqt Hamara Hai,1993,Bharat Rangachary,"Akshay Kumar, Sunil Shetty, Ayesha Jhulka",5.9,"Action, Romance",148 min 
4155,No More Dirty Deals,1993,David J. Schweitzer,"Taimak, Von B. von Lindenberg, Lola Fulin",4.1,Action,91 min 
4156,King of Beggars,1992,Gordon Chan,"Stephen Chow, Sharla Cheung, Man Tat Ng",6.9,"Action, Comedy, Drama",101 min 
4157,Bloodfist III: Forced to Fight,1992,Oley Sassone,"Don 'The Dragon' Wilson, Richard Roundtree, Gregory McKinney",4.8,Action,88 min 
4158,Ji Boy xiao zi: Zhen jia wai long,1992,Gordon Chan,"Lawrence Cheng, Mark King, Rosamund Kwan",5.1,"Action, Comedy",95 min 
4159,Scorpion King,1992,David Lai,"Kar Lok Chin, Chia-Liang Liu, Jung Yuen",7.2,"Action, Comedy",99 min 
4160,The Last Riders,1992,Joseph Merhi,"Erik Estrada, Angelo Tiffe, William Smith",5.2,"Action, Drama",90 min 
4161,Fist of Fury 1991 II,1992,Chung-Sing Choh,"Stephen Chow, Josephine Siao, Kenny Bee",6.5,"Action, Comedy",93 min 
4162,Wu fu xing chuang gui,1992,Sammo Kam-Bo Hung,,6,"Action, Comedy",94 min 
4163,Xi Zang xiao zi,1992,Biao Yuen,"Biao Yuen, Michelle Reis, Wah Yuen",6.5,"Action, Fantasy",97 min 
4164,The Legend of the Swordsman,1992,Siu-Tung Ching,"Jet Li, Brigitte Lin, Michelle Reis",7.3,"Action, Fantasy",112 min 
4165,3 Ninjas,1992,Jon Turteltaub,"Victor Wong, Michael Treanor, Max Elliott Slade",5.1,"Action, Comedy, Family",84 min 
4166,Aces: Iron Eagle III,1992,John Glen,"Louis Gossett Jr., Rachel McLish, Paul Freeman",3.3,"Action, Drama",98 min 
4167,Adventures in Spying,1992,Hil Covington,"Bernie Coulson, Jill Schoelen, G. Gordon Liddy",4.3,"Action, Comedy",92 min 
4168,Batman Returns,1992,Tim Burton,"Michael Keaton, Danny DeVito, Michelle Pfeiffer",7,Action,126 min 
4169,Bloodlust,1992,Jon Hewitt,"Big Bad Ralph, Kelly Chapman, Max Crawdaddy",3.1,"Action, Horror",85 min 
4170,Blue Ice,1992,Russell Mulcahy,"Michael Caine, Sean Young, Ian Holm",5.1,"Action, Mystery, Thriller",105 min 
4171,The Bodyguard,1992,Mick Jackson,"Kevin Costner, Whitney Houston, Gary Kemp",6.1,"Action, Drama, Music",129 min 
4172,Buffy the Vampire Slayer,1992,Fran Rubel Kuzui,"Kristy Swanson, Donald Sutherland, Paul Reubens",5.5,"Action, Comedy, Fantasy",86 min 
4173,CIA Code Name: Alexa,1992,Joseph Merhi,"Kathleen Kinmont, Lorenzo Lamas, O.J. Simpson",4.1,"Action, Thriller, Adventure",93 min 
4174,Carry on Columbus,1992,Gerald Thomas,"Jim Dale, Bernard Cribbins, Maureen Lipman",2.8,"Action, Adventure, Comedy",91 min 
4175,Dark Vengeance,1992,Faruque Ahmed,"Jay Roberts Jr., Denice Duff, John Croshaw",2.6,"Action, Sci-Fi",92 min 
4176,Deadly Bet,1992,Richard W. Munchkin,"Jeff Wincott, Steven Vincent Leigh, Charlene Tilton",5,Action,92 min 
4177,Deep Cover,1992,Bill Duke,"Laurence Fishburne, Jeff Goldblum, Lira Angel",6.9,"Action, Crime, Thriller",107 min 
4178,Delta Heat,1992,Michael Fischa,"Anthony Edwards, Lance Henriksen, Betsy Russell",5.1,"Action, Drama",91 min 
4179,Desert Kickboxer,1992,Isaac Florentine,"John Newton, Paul L. Smith, Judie Aronson",3.7,"Action, Drama, Western",86 min 
4180,Doctor Mordrid,1992,Albert Band,"Jeffrey Combs, Yvette Nipar, Jay Acovone",6,"Action, Fantasy, Horror",74 min 
4181,Double Trouble,1992,John Paragon,"Peter Paul, David Paul, Roddy McDowall",3.7,"Action, Comedy, Crime",86 min 
4182,Final Impact,1992,Joseph Merhi,"Lorenzo Lamas, Kathleen Kinmont, Michael Worth",4.7,"Action, Drama",99 min 
4183,Freejack,1992,Geoff Murphy,"Emilio Estevez, Mick Jagger, Rene Russo",5.3,"Action, Crime, Sci-Fi",110 min 
4184,Dr. Lamb,1992,Danny Lee,"Danny Lee, Simon Yam, Kent Cheng",6.1,"Action, Crime, Horror",89 min 
4185,Gladiator,1992,Rowdy Herrington,"Cuba Gooding Jr., Brian Dennehy, James Marshall",6.4,"Action, Drama, Sport",101 min 
4186,Hostage,1992,Robert Young,"Sam Neill, Talisa Soto, James Fox",5,"Action, Drama, Thriller",98 min 
4187,Hostage,1992,Robert Young,"Sam Neill, Talisa Soto, James Fox",5,"Action, Drama, Thriller",98 min 
4188,Illicit Behavior,1992,Worth Keeter,"Robert Davi, Joan Severance, Jack Scalia",5.1,"Action, Thriller",101 min 
4189,Ironheart,1992,Robert Clouse,"Britton K. Lee, Bolo Yeung, Richard Norton",3.2,"Action, Crime, Drama",92 min 
4190,Police Story 3: Supercop,1992,Stanley Tong,"Jackie Chan, Michelle Yeoh, Maggie Cheung",6.9,"Action, Comedy, Crime",91 min 
4191,Juice,1992,Ernest R. Dickerson,"Omar Epps, Tupac Shakur, Jermaine 'Huggy' Hopkins",7.1,"Action, Crime, Drama",95 min 
4192,Kickboxer 3: The Art of War,1992,Rick King,"Sasha Mitchell, Dennis Chan, Richard Comar",3.8,"Action, Sport, Thriller",92 min 
4193,Kuffs,1992,Bruce A. Evans,"Christian Slater, Milla Jovovich, Ric Roman Waugh",5.8,"Action, Comedy, Crime",102 min 
4194,Lady Dragon,1992,David Worth,"Cynthia Rothrock, Richard Norton, Robert Ginty",4.7,"Action, Drama",97 min 
4195,Hard Boiled,1992,John Woo,"Yun-Fat Chow, Tony Chiu Wai Leung, Teresa Mo",7.9,"Action, Crime, Drama",128 min 
4196,The Last of the Mohicans,1992,Michael Mann,"Daniel Day-Lewis, Madeleine Stowe, Russell Means",7.8,"Action, Adventure, Drama",112 min 
4197,Leather Jackets,1992,Lee Drysdale,"D.B. Sweeney, Bridget Fonda, Judi Trevor",4,"Action, Drama",90 min 
4198,Lethal Weapon 3,1992,Richard Donner,"Mel Gibson, Danny Glover, Joe Pesci",6.7,"Action, Crime, Thriller",118 min 
4199,Live Wire,1992,Christian Duguay,"Pierce Brosnan, Ron Silver, Ben Cross",5.6,"Action, Drama, Thriller",85 min 
4200,Royal Tramp,1992,Jing Wong,"Stephen Chow, Sharla Cheung, Chingmy Yau",7.2,"Action, Comedy",106 min 
4201,Maximum Force,1992,Joseph Merhi,"Sam J. Jones, Sherrie Rose, Jason Lively",4.4,Action,90 min 
4202,Mission of Justice,1992,Steve Barnett,"Jeff Wincott, Brigitte Nielsen, Luca Bercovici",5.7,Action,91 min 
4203,Mo' Money,1992,Peter MacDonald,"Damon Wayans, Stacey Dash, Marlon Wayans",5.4,"Action, Comedy, Crime",89 min 
4204,Passenger 57,1992,Kevin Hooks,"Wesley Snipes, Bruce Payne, Tom Sizemore",5.8,"Action, Crime, Thriller",84 min 
4205,Patriot Games,1992,Phillip Noyce,"Harrison Ford, Sean Bean, Anne Archer",6.9,"Action, Crime, Drama",117 min 
4206,Pet Sematary II,1992,Mary Lambert,"Edward Furlong, Anthony Edwards, Clancy Brown",4.7,"Action, Horror, Thriller",100 min 
4207,Prey of the Chameleon,1992,Fleming B. Fuller,"Daphne Zuniga, James Wilder, Alexandra Paul",4.9,"Action, Thriller",91 min 
4208,Beyond Justice,1992,Duccio Tessari,"Rutger Hauer, Carol Alt, Omar Sharif",4.4,"Action, Adventure, Drama",113 min 
4209,Pigs,1992,Wladyslaw Pasikowski,"Boguslaw Linda, Marek Kondrat, Cezary Pazura",7.7,"Action, Crime, Drama",104 min 
4210,Rage and Honor,1992,Terence H. Winkless,"Cynthia Rothrock, Richard Norton, Terri Treas",5.1,"Action, Crime, Drama",89 min 
4211,Raiders of the Sun,1992,Cirio H. Santiago,"Richard Norton, William Steis, Henry Strzalkowski",3.8,"Action, Adventure, Sci-Fi",80 min 
4212,Rapid Fire,1992,Dwight H. Little,"Brandon Lee, Powers Boothe, Nick Mancuso",6.2,"Action, Crime, Drama",95 min 
4213,Samurai Vampire Bikers from Hell,1992,Scott Shaw,"Scott Shaw, Kenneth H. Kim, Roger Ellis",7,Action,84 min 
4214,Twin Dragons,1992,Ringo Lam,"Jackie Chan, Maggie Cheung, Teddy Robin Kwan",6.4,"Action, Comedy",100 min 
4215,Sidekicks,1992,Aaron Norris,"Chuck Norris, Beau Bridges, Jonathan Brandis",4.8,"Action, Adventure, Comedy",101 min 
4216,Split Second,1992,Tony Maylam,"Rutger Hauer, Kim Cattrall, Alastair Duncan",6.2,"Action, Crime, Horror",90 min 
4217,Stop! Or My Mom Will Shoot,1992,Roger Spottiswoode,"Sylvester Stallone, Estelle Getty, JoBeth Williams",4,"Action, Comedy, Romance",87 min 
4218,Street Crimes,1992,Stephen Smoke,"Dennis Farina, Michael Worth, Patricia Zehentmayr",5.3,"Action, Drama",94 min 
4219,Sweet Justice,1992,Alain Paris,"Finn Carter, Frank Gorshin, Marc Singer",3.6,Action,90 min 
4220,Fight Back to School II,1992,Gordon Chan,"Stephen Chow, Sharla Cheung, Man Tat Ng",6.7,"Action, Comedy, Crime",106 min 
4221,Tirangaa,1992,Mehul Kumar,"Raaj Kumar, Nana Patekar, Vikas Anand",7,"Action, Thriller",168 min 
4222,Trespass,1992,Walter Hill,"Bill Paxton, Ice-T, William Sadler",6.2,"Action, Thriller",101 min 
4223,Ultraviolet,1992,Mark Griffiths,"Esai Morales, Patricia Healy, Stephen Meadows",5.3,"Action, Thriller",80 min 
4224,Under Siege,1992,Andrew Davis,"Steven Seagal, Gary Busey, Tommy Lee Jones",6.4,"Action, Thriller",103 min 
4225,Universal Soldier,1992,Roland Emmerich,"Jean-Claude Van Damme, Dolph Lundgren, Ally Walker",5.9,"Action, Sci-Fi, Thriller",102 min 
4226,White Sands,1992,Roger Donaldson,"Willem Dafoe, Mary Elizabeth Mastrantonio, Mickey Rourke",6,"Action, Crime, Drama",101 min 
4227,Wind,1992,Carroll Ballard,"Matthew Modine, Jennifer Grey, Cliff Robertson",6.4,"Action, Drama, Sport",126 min 
4228,Once Upon a Time in China II,1992,Hark Tsui,"Jet Li, Rosamund Kwan, Siu Chung Mok",7.5,"Action, Adventure, Biography",113 min 
4229,Full Contact,1992,Ringo Lam,"Yun-Fat Chow, Simon Yam, Ann Bridgewater",7.2,"Action, Crime, Drama",96 min 
4230,Dragon Inn,1992,Raymond Lee,"Tony Ka Fai Leung, Brigitte Lin, Maggie Cheung",7.4,Action,88 min 
4231,Wicked City,1992,Tai Kit Mak,"Leon Lai, Michelle Reis, Jacky Cheung",5.7,"Action, Horror, Sci-Fi",96 min 
4232,Year of the Comet,1992,Peter Yates,"Penelope Ann Miller, Tim Daly, Louis Jourdan",5.8,"Action, Adventure, Romance",91 min 
4233,American Samurai,1992,Sam Firstenberg,"David Bradley, Mark Dacascos, Valarie Trapp",4.8,Action,94 min 
4234,Angel of Fury,1992,Ackyl Anwari,"Cynthia Rothrock, Chris Barnes, Peter O'Brian",3.7,Action,77 min 
4235,Fifty/Fifty,1992,Charles Martin Smith,"Peter Weller, Robert Hays, Charles Martin Smith",5.7,"Action, Adventure, Comedy",101 min 
4236,Fortress,1992,Stuart Gordon,"Christopher Lambert, Loryn Locklin, Kurtwood Smith",5.8,"Action, Crime, Sci-Fi",95 min 
4237,Frogtown II,1992,Donald G. Jackson,"Robert Z'Dar, Denice Duff, Kelsey",2.7,"Sci-Fi, Action",90 min 
4238,Lethal Ninja,1992,Yossi Wein,"Ross Kettle, Norman Coombes, David Webb",3.2,"Action, Drama",97 min 
4239,Revenge of the Cheetah,1992,Thomas Yip,"Sharla Cheung, Carrie Ng, Donnie Yen",6,Action,84 min 
4240,Nemesis,1992,Albert Pyun,"Olivier Gruner, Tim Thomerson, Cary-Hiroyuki Tagawa",5.6,"Action, Sci-Fi, Thriller",95 min 
4241,Out for Blood,1992,Richard W. Munchkin,"Don 'The Dragon' Wilson, Shari Shattuck, Michael DeLano",4.6,Action,90 min 
4242,Parampara,1992,Yash Chopra,"Sunil Dutt, Vinod Khanna, Aamir Khan",5.9,"Action, Drama, Romance",155 min 
4243,Rescue Me,1992,Arthur Allan Seidelman,"Michael Dudikoff, Stephen Dorff, Ami Dolenz",5.4,"Action, Comedy",99 min 
4244,Shadow Force,1992,Ken Lamkin,"Dirk Benedict, Lise Cutter, Lance LeGault",7.2,"Action, Crime, Drama",80 min 
4245,The Swordsman,1992,Michael Kennedy,"Lorenzo Lamas, Claire Stansfield, Michael Champion",3.6,Action,92 min 
4246,To the Death,1992,Darrell Roodt,"John Barrett, Michel Qissi, Robert Whitehead",5.5,Action,90 min 
4247,Moon Warriors,1992,Sammo Kam-Bo Hung,"Andy Lau, Kenny Bee, Anita Mui",6.8,"Action, Adventure, Romance",83 min 
4248,Naked Killer,1992,Clarence Yiu-leung Fok,"Chingmy Yau, Simon Yam, Carrie Ng",6.1,"Action, Crime, Romance",89 min 
4249,Pushed to the Limit,1992,Michael Mileham,"Mimi Lesseos, Eidan Hanzei, Verrel Reed",5.4,"Action, Drama",96 min 
4250,Deewana,1992,Raj Kanwar,"Rishi Kapoor, Divya Bharti, Shah Rukh Khan",6.9,"Action, Comedy, Crime",185 min 
4251,Deewana,1992,Raj Kanwar,"Rishi Kapoor, Divya Bharti, Shah Rukh Khan",6.9,"Action, Comedy, Crime",185 min 
4252,Prison Planet,1992,Armand Gazarian,"James Phillips, Michael M. Foley, Deborah Thompson Duda",2.3,"Sci-Fi, Action",90 min 
4253,Dragon Ball Z: Super Android 13,1992,Daisuke Nishio,"Sean Schemmel, Stephanie Nadolny, Christopher Sabat",7.5,"Animation, Action, Sci-Fi",46 min 
4254,Drohi,1992,Gurdip Singh,"Nagarjuna Akkineni, Urmila Matondkar, Danny Denzongpa",6.3,"Action, Thriller, Crime",130 min 
4255,Eye of the Widow,1991,Andrew V. McLaglen,"Mike Marshall, Benjamin Feitelson, Richard Young",3.5,"Action, Adventure, Crime",95 min 
4256,They Call Me Macho Woman!,1991,Patrick G. Donahue,"Debra Sweaney, Brian Oldfield, Sean P. Donahue",4.2,"Action, Comedy",81 min 
4257,Checkered Flag,1991,John Glen,"Billy Campbell, Rob Estes, Amanda Wyss",5.1,"Action, Drama",95 min 
4258,Cop Target,1991,Umberto Lenzi,"Robert Ginty, Barbara Bingham, Charles Napier",4.2,"Action, Crime, Thriller",89 min 
