id,title,authors,venue,paper year
r1214,Incremental computation of nested relational query expressions,"Lars Baekgaard, Leo Mark",ACM Transactions on Database Systems (TODS),1995
r1215,An optimisation scheme for coalesce/valid time selection operator sequences,Costas Vassilakis,ACM SIGMOD Record,2000
r1216,An Efficient Algorithm for Mining Association Rules in Large Databases,"Ashoka Savasere, Edward Omiecinski, Shamkant B. Navathe",Very Large Data Bases,1995
r1217,An Effective Deductive Object-Oriented Database Through Language Integration,"Maria L. Barja, Norman W. Paton, Alvaro A. A. Fernandes, M. Howard Williams, Andrew Dinn",Very Large Data Bases,1995
r1218,"Fast, Randomized Join-Order Selection - Why Use Transformations?","César A. Galindo-Legaria, Arjan Pellenkoft, Martin L. Kersten",Very Large Data Bases,1994
r1219,Eager Aggregation and Lazy Aggregation,"Weipeng P. Yan, Per-Åke Larson",Very Large Data Bases,1995
r1220,Wave-indices: indexing evolving databases,"Narayanan Shivakumar, Héctor García-Molina",International Conference on Management of Data,1997
r1221,User-oriented smart-cache for the Web: what you seek is what you get!,"Zoé Lacroix, Arnaud Sahuguet, Raman Chandrasekar",International Conference on Management of Data,1998
r1222,PC Database Systems - Present and Future,Philip A. Bernstein,Very Large Data Bases,1994
r1223,Composing XSL transformations with XML publishing views,"Chengkai Li, Philip Bohannon, P. P. S. Narayan",International Conference on Management of Data,2003
r1224,The Lotus notes storage system,Kenneth Moore,International Conference on Management of Data,1995
r1225,Design and Development of a Stream Service in a Heterogenous Client Environment,"Nikos Pappas, Stavros Christodoulakis",Very Large Data Bases,2000
r1226,On Spatially Partitioned Temporal Join,"Hongjun Lu, Beng Chin Ooi, Kian-Lee Tan",Very Large Data Bases,1994
r1227,Materialized Views Selection in a Multidimensional Database,"Elena Baralis, Stefano Paraboschi, Ernest Teniente",Very Large Data Bases,1997
r1228,The Impact of Global Clustering on Spatial Database Systems,"Thomas Brinkhoff, Hans-Peter Kriegel",Very Large Data Bases,1994
r1229,"Mediator languages-a proposal for a standard: report of an I3/POB working group held at the University of Maryland, April 12 and 13, 1996","Peter Buneman, Louiqa Raschid, Jeffrey Ullman",ACM SIGMOD Record,1997
r1230,A semantic modeling approach for image retrieval by content,"Wesley W. Chu, Ion T. Ieong, Ricky K. Taira",The VLDB Journal — The International Journal on Very Large Data Bases,1994
r1231,Delivering high availability for Inktomi search engines,Eric A. Brewer,International Conference on Management of Data,1998
r1232,High speed on-line backup when using logical log operations,David B. Lomet,International Conference on Management of Data,2000
r1233,Supporting global user profiles through trusted authorities,Ibrahim Cingil,ACM SIGMOD Record,2002
r1234,LoPiX: A System for XML Data Integration and Manipulation,Wolfgang May,Very Large Data Bases,2001
r1235,Information systems research at George Mason University,"Sushil Jajodia, Daniel Barbará, Alex Brodsky, Larry Kerschberg, Ami Motro, Edgar Sibley, X. Sean Wang",ACM SIGMOD Record,1997
r1236,Data partitioning and load balancing in parallel disk systems,"Peter Scheuermann, Gerhard Weikum, Peter Zabback",The VLDB Journal — The International Journal on Very Large Data Bases,1998
r1237,APEX: an adaptive path index for XML data,"Chin-Wan Chung, Jun-Ki Min, Kyuseok Shim",International Conference on Management of Data,2002
r1238,A database interface for file update,"Serge Abiteboul, Sophie Cluet, Tova Milo",International Conference on Management of Data,1995
r1239,Implementing database operations using SIMD instructions,"Jingren Zhou, Kenneth A. Ross",International Conference on Management of Data,2002
r1240,Indexing Multiple Sets,"Christoph Kilger, Guido Moerkotte",Very Large Data Bases,1994
r1241,Indexing large metric spaces for similarity search queries,"Tolga Bozkaya, Meral Ozsoyoglu",ACM Transactions on Database Systems (TODS),1999
r1242,"High-Performance and Scalability through Application Tier,In-Memory Data Management",,Very Large Data Bases,2000
r1243,Reusing invariants: a new strategy for correlated queries,"Jun Rao, Kenneth A. Ross",International Conference on Management of Data,1998
r1244,The ORES temporal database management system,"Babis Theodoulidis, Aziz Ait-Braham, George Andrianopoulos, Jayant Chaudhary, George Karvelis, Simon Sou",International Conference on Management of Data,1994
r1245,Optimizing multiple dimensional queries simultaneously in multidimensional databases,"Weifa Liang, Maria E. Orlowska, Jeffrey X. Yu",The VLDB Journal — The International Journal on Very Large Data Bases,2000
r1246,Parallel Query Scheduling and Optimization with Time- and Space-Shared Resources,"Minos N. Garofalakis, Yannis E. Ioannidis",Very Large Data Bases,1997
r1247,Report on ISDO '00: the CAiSE*00 workshop on infrastructures for dynamic business-to-business service outsourcing,"Heiko Ludwig, Paul Grefen",ACM SIGMOD Record,2000
r1248,An adaptive data replication algorithm,"Ouri Wolfson, Sushil Jajodia, Yixiu Huang",ACM Transactions on Database Systems (TODS),1997
r1249,Global transaction support for workflow management systems: from formal specification to practical implementation,"Paul Grefen, Jochem Vonk, Peter Apers",The VLDB Journal — The International Journal on Very Large Data Bases,2001
r1250,Bulk Loading into an OODB: A Performance Study,"Janet L. Wiener, Jeffrey F. Naughton",Very Large Data Bases,1994
r1251,The Double Life of the Transaction Abstraction: Fundamental Principle and Evolving System Concept,Henry F. Korth,Very Large Data Bases,1995
r1252,Open GIS and on-line environmental libraries,Kenn Gardels,ACM SIGMOD Record,1997
r1253,A Requirement-Based Approach to Data Modeling and Re-Engineering,"Alice H. Muntz, Christian T. Ramiller",Very Large Data Bases,1994
r1254,Agent-Oriented software engineering report on the 4th AOSE workshop (AOSE 2003),Paolo Giorgini,ACM SIGMOD Record,2003
r1255,Magic conditions,"Inderpal Singh Mumick, Sheldon J. Finkelstein, Hamid Pirahesh, Raghu Ramakrishnan",ACM Transactions on Database Systems (TODS),1997
r1256,A normal form for precisely characterizing redundancy in nested relations,"Wai Yin Mok, Yiu-Kai Ng, David W. Embley",ACM Transactions on Database Systems (TODS),1996
r1257,Open issues in parallel query optimization,"Waqar Hasan, Daniela Florescu, Patrick Valduriez",ACM SIGMOD Record,1996
r1258,Loading the Data Warehouse Across Various Parallel Architectures,Vijay V. Raghavan,Very Large Data Bases,1996
r1259,The Asilomar report on database research,"Phil Bernstein, Michael Brodie, Stefano Ceri, David DeWitt, Mike Franklin, Hector Garcia-Molina, Jim Gray, Jerry Held, Joe Hellerstein, H. V. Jagadish, Michael Lesk, Dave Maier, Jeff Naughton, Hamid Pirahesh, Mike Stonebraker, Jeff Ullman",ACM SIGMOD Record,1997
r1260,Snakes and sandwiches: optimal clustering strategies for a data warehouse,"H. V. Jagadish, Laks V. S. Lakshmanan, Divesh Srivastava",International Conference on Management of Data,1999
r1261,Web caching for database applications with Oracle Web Cache,"Jesse Anton, Lawrence Jacobs, Xiang Liu, Jordan Parker, Zheng Zeng, Tie Zhong",International Conference on Management of Data,2002
r1262,A research status report on adaptation for mobile data access,"Brian D. Noble, M. Satyanarayanan",ACM SIGMOD Record,1995
r1263,Modelling temporal thematic map contents,"Alberto d'Onofrio, Elaheh Pourabbas",ACM SIGMOD Record,2003
r1264,Declustering of key-based partitioned signature files,"Paolo Ciaccia, Paolo Tiberio, Pavel Zezula",ACM Transactions on Database Systems (TODS),1996
r1265,Erratum-A database model for object dynamics,"M. P. Papazoglou, B. J. Krämer",The VLDB Journal — The International Journal on Very Large Data Bases,1997
r1266,Discovery of Influence Sets in Frequently Updated Databases,"Ioana Stanoi, Mirek Riedewald, Divyakant Agrawal, Amr El Abbadi",Very Large Data Bases,2000
r1267,DNA-miner: a system prototype for mining DNA sequences,"Jiawei Han, Hasan Jamil, Ying Lu, Liangyou Chen, Yaqin Liao, Jian Pei",International Conference on Management of Data,2001
r1268,Dali: A High Performance Main Memory Storage Manager,"H. V. Jagadish, Daniel F. Lieuwen, Rajeev Rastogi, Abraham Silberschatz, S. Sudarshan",Very Large Data Bases,1994
r1269,Jumping on the NII bandwagon,Xiaolei Qian,ACM SIGMOD Record,1994
r1270,A general solution of the n-dimensional B-tree problem,Michael Freeston,International Conference on Management of Data,1995
r1271,Integrating replacement policies in StorM: an extensible approach,"Chong Leng Goh, Beng Chin Ooi, Stephane Bressan, Kian-Lee Tan",International Conference on Management of Data,2000
r1272,"A query language for multidimensional arrays: design, implementation, and optimization techniques","Leonid Libkin, Rona Machlin, Limsoon Wong",International Conference on Management of Data,1996
r1273,Rainbow: mapping-driven XQuery processing system,"Xin Zhang, Mukesh Mulchandani, Steffen Christ, Brian Murphy, Elke A. Rundensteiner",International Conference on Management of Data,2002
r1274,Relational Databases for Querying XML Documents: Limitations and Opportunities,"Jayavel Shanmugasundaram, Kristin Tufte, Chun Zhang, Gang He, David J. DeWitt, Jeffrey F. Naughton",Very Large Data Bases,1999
r1275,Efficient Construction of Regression Trees with Range and Region Splitting,"Yasuhiko Morimoto, Hiromu Ishii, Shinichi Morishita",Very Large Data Bases,1997
r1276,ACDN: a content delivery network for applications,"Pradnya Karbhari, Michael Rabinovich, Zhen Xiao, Fred Douglis",International Conference on Management of Data,2002
r1277,Range queries in OLAP data cubes,"Ching-Tien Ho, Rakesh Agrawal, Nimrod Megiddo, Ramakrishnan Srikant",International Conference on Management of Data,1997
r1278,Technology and the Future of Commerce and Finance (Abstract),David Elliot Shaw,Very Large Data Bases,1998
r1279,Answering queries with useful bindings,"Chen Li, Edward Chang",ACM Transactions on Database Systems (TODS),2001
r1280,Aggregate Maintenance for Data Warehousing in Informix Red Brick Vista,"Craig J. Bunker, Latha S. Colby, Richard L. Cole, William J. McKenna, Gopal Mulagund, David Wilhite",Very Large Data Bases,2001
r1281,Accelerating XPath location steps,Torsten Grust,International Conference on Management of Data,2002
r1282,Best-effort cache synchronization with source cooperation,"Chris Olston, Jennifer Widom",International Conference on Management of Data,2002
r1283,Dynamic XML documents with distribution and replication,"Serge Abiteboul, Angela Bonifati, Grégory Cobéna, Ioana Manolescu, Tova Milo",International Conference on Management of Data,2003
r1284,Cost models for overlapping and multiversion structures,"Yufei Tao, Dimitris Papadias, Jun Zhang",ACM Transactions on Database Systems (TODS),2002
r1285,Dynamic Load Balancing in Hierarchical Parallel Database Systems,"Luc Bouganim, Daniela Florescu, Patrick Valduriez",Very Large Data Bases,1996
r1286,Dictionary-based order-preserving string compression,Gennady Antoshenkov,The VLDB Journal — The International Journal on Very Large Data Bases,1997
r1287,Monitoring XML data on the Web,"Benjamin Nguyen, Serge Abiteboul, Grégory Cobena, Mihaí Preda",International Conference on Management of Data,2001
r1288,Analyzing Quantitative Databases: Image is Everything,"Amihood Amir, Reuven Kashi, Nathan S. Netanyahu",Very Large Data Bases,2001
r1289,Fast Algorithms for Maintaining Replica Consistency in Lazy Master Replicated Databases,"Esther Pacitti, Pascale Minet, Eric Simon",Very Large Data Bases,1999
r1290,An approximate search engine for structural databases,"Jason T. L. Wang, Xiong Wang, Dennis Shasha, Bruce A. Shapiro, Kaizhong Zhang, Qicheng Ma, Zasha Weinberg",International Conference on Management of Data,2000
r1291,A cost model for query processing in high dimensional data spaces,Christian Böhm,ACM Transactions on Database Systems (TODS),2001
r1292,"Business Process Coordination: State of the Art, Trends, and Open Issues","Umeshwar Dayal, Meichun Hsu, Rivka Ladin",Very Large Data Bases,2001
r1293,Database buffer size investigation for OLTP workloads,"Thin-Fong Tsuei, Allan N. Packer, Keng-Tai Ko",International Conference on Management of Data,1997
r1294,The Drill Down Benchmark,"Peter A. Boncz, Tim Rühl, Fred Kwakkel",Very Large Data Bases,1998
r1295,Managing Intervals Efficiently in Object-Relational Databases,"Hans-Peter Kriegel, Marco Pötke, Thomas Seidl",Very Large Data Bases,2000
r1296,Computing Geographical Scopes of Web Resources,"Junyan Ding, Luis Gravano, Narayanan Shivakumar",Very Large Data Bases,2000
r1297,A model for compound type changes encountered in schema evolution,Barbara Staudt Lerner,ACM Transactions on Database Systems (TODS),2000
r1298,"The ClustRa Telecom Database: High Availability, High Throughput, and Real-Time Response","Svein-Olaf Hvasshovd, Øystein Torbjørnsen, Svein Erik Bratsberg, Per Holager",Very Large Data Bases,1995
r1299,"Industrial Panel on Data Warehousing Technologies: Experiences, Challenges, and Directions",Umeshwar Dayal,Very Large Data Bases,1999
r1300,Design principles for data-intensive Web sites,"Stefano Ceri, Piero Fraternali, Stefano Paraboschi",ACM SIGMOD Record,1999
r1301,The SAMOS active DBMS prototype,"Stella Gatziu, Andreas Geppert, Klaus R. Dittrich",International Conference on Management of Data,1995
r1302,Staggered striping in multimedia information systems,"Steven Berson, Shahram Ghandeharizadeh, Richard Muntz, Xiangyu Ju",International Conference on Management of Data,1994
r1303,Versioning and configuration management in an object-oriented data model,Edward Sciore,The VLDB Journal — The International Journal on Very Large Data Bases,1994
r1304,Removing permissions in the flexible authorization framework,"Duminda Wijesekera, Sushil Jajodia, Francesco Parisi-Presicce, Åsa Hagström",ACM Transactions on Database Systems (TODS),2003
r1305,Where will object technology drive data administration?,Arnon Rosenthal,ACM SIGMOD Record,1998
