ID,Title,Episodes,Producers,Genres,Type,Year,Rating
2000,King of Braves GaoGaiGar Final Grand Glorious Gathering,12,Sunrise,"['Action', 'Adventure', 'Aliens', 'Combining Mecha', 'Cyborgs', 'Mecha', 'Original Work', 'Sci Fi']",TV,2005,4.03
2001,GaoGaiGar FINAL Grand Glorious Gathering,12,Sunrise,"['Action', 'Adventure', 'Aliens', 'Combining Mecha', 'Cyborgs', 'Mecha', 'Original Work', 'Sci Fi']",TV,2005,4.03
2002,Yuusha-Oh GaoGaiGar Final Grand Glorious Gathering,12,Sunrise,"['Action', 'Adventure', 'Aliens', 'Combining Mecha', 'Cyborgs', 'Mecha', 'Original Work', 'Sci Fi']",TV,2005,4.03
2003,Utawarerumono: The False Mask,4+,WHITE FOX,"['Action', 'Based on a Visual Novel', 'Fantasy']",TV,2015,4.03
2004,Utawarerumono: Itsuwari no Kamen,4+,WHITE FOX,"['Action', 'Based on a Visual Novel', 'Fantasy']",TV,2015,4.03
2005,Yakitate!! Japan,69,Sunrise,"['Based on a Manga', 'Comedy', 'Food', 'Food and Beverage', 'Parody', 'Tournaments']",TV,2004,4.03
2006,Bungaku Shoujo,1,Production I.G,"['Drama', 'Romance', 'School Life']",Movie,2010,4.03
2007,Literature Girl,1,Production I.G,"['Drama', 'Romance', 'School Life']",Movie,2010,4.03
2008,Sora no Otoshimono OVA,1,AIC,"['Comedy', 'Ecchi', 'Fantasy', 'Panty Shots']",OVA,2010,4.03
2009,Heaven's Lost Property: Project Pink,1,AIC,"['Comedy', 'Ecchi', 'Fantasy', 'Panty Shots']",OVA,2010,4.03
2010,Gundam 00 Special Edition III: Return the World,1,,"[]",OVA,2010,4.03
2011,Mobile Suit Gundam 00 Special Edition III: Return the World,1,,"[]",OVA,2010,4.03
2012,Kidou Senshi Gundam 00 Special Edition III: Return the World,1,,"[]",OVA,2010,4.03
2013,Sengoku Basara: The Last Party,1,Production I.G,"['Action', 'Based on a Video Game', 'Feudal Japan', 'Samurai', 'Swordplay', 'Violence']",Movie,2011,4.03
2014,Layton Kyouju to Eien no Utahime,1,OLM,"['Detectives', 'Fantasy', 'High Stakes Games', 'Mystery']",Movie,2009,4.03
2015,Professor Layton and the Eternal Diva,1,OLM,"['Detectives', 'Fantasy', 'High Stakes Games', 'Mystery']",Movie,2009,4.03
2016,Yuru Yuri Nachu Yachumi!+,2,TYO Animations,"['Based on a Manga', 'Comedy', 'Moe', 'Slice of Life']",TV Special,2015,4.03
2017,Keroro Gunsou,358,Sunrise,"['Aliens', 'Based on a Manga', 'Comedy', 'Sci Fi']",TV,2004,3.79
2018,Princess Nine,26,,"['Baseball', 'Sports']",TV,1998,3.79
2019,The Big O II,13,Sunrise,"['Action', 'Androids', 'Mecha', 'Original Work', 'Post-apocalyptic', 'Robots', 'Sci Fi']",TV,2003,3.79
2020,Slam Dunk Movie 2,1,Toei Animation,"['Action', 'Based on a Manga', 'Basketball', 'Comedy', 'Delinquents', 'Drama', 'Physical Abuse', 'School Club', 'School Life', 'Sports']",Movie,1994,3.79
2021,Tsubasa Chronicle: The Princess in the Birdcage Kingdom,1,Production I.G,"[]",Movie,2005,3.79
2022,Tsubasa Chronicle: Torikago no Kuni no Himegimi,1,Production I.G,"[]",Movie,2005,3.79
2023,Sekirei ~Pure Engagement~ Special,1,Seven Arcs,"[]",DVD Special,2010,3.79
2024,Gokusen,13,MADHOUSE,"['Based on a Manga', 'Comedy', 'Delinquents', 'Josei', 'School Life']",TV,2004,3.79
2025,Amagami SS Special,1,AIC,"['Based on a Visual Novel', 'Romance', 'School Life']",DVD Special,2011,3.79
2026,City Hunter: Goodbye My Sweetheart,1,Sunrise,"[]",TV Special,1997,3.79
2027,Ie Naki Ko Remi,23,Nippon Animation,"['World Masterpiece Theater']",TV,1996,3.79
2028,Remi Nobody's Girl,23,Nippon Animation,"['World Masterpiece Theater']",TV,1996,3.79
2029,Letter Bee: Light and Blue Night Fantasy,1,Studio Pierrot,"['Fantasy']",TV Special,2008,3.79
2030,Tegami Bachi: Hikari to Ao no Gensou Yawa,1,Studio Pierrot,"['Fantasy']",TV Special,2008,3.79
2031,Ah! My Goddess: Flights of Fancy Specials,2,AIC,"['Based on a Manga', 'Comedy', 'Fantasy', 'Magic', 'Romance', 'Seinen']",DVD Special,2007,3.79
2032,Shinmai Maou no Testament BURST,3+,Production IMS,"['Based on a Light Novel', 'Demons', 'Ecchi']",TV,2015,3.79
2033,The Testament of Sister New Devil BURST,3+,Production IMS,"['Based on a Light Novel', 'Demons', 'Ecchi']",TV,2015,3.79
2034,Kuroko's Basketball: Oshaberi Shiyokka,1,Production I.G,"['Based on a Manga', 'Comedy', 'Slice of Life']",OVA,2012,3.78
2035,Kyo Kara Maoh!,78,Studio Deen,"['Based on a Light Novel', 'Comedy', 'Fantasy', 'Person in a Strange World']",TV,2004,3.78
2036,Carnival Phantasm: HibiChika Special,1,Lerche,"['Comedy', 'Crossover', 'Fantasy']",DVD Special,2013,3.78
2037,Dragon Quest: Dai no Daibouken,46,,"['Adventure', 'Fantasy']",TV,1991,3.78
2038,Date a Live,12,AIC PLUS+,"['Harem', 'Romance', 'Sci Fi']",TV,2013,3.78
2039,Stellvia of the Universe,26,XEBEC,"['Action', 'Original Work', 'Outer Space', 'Romance', 'School Life', 'Sci Fi']",TV,2003,3.78
2040,Uchuu no Stellvia,26,XEBEC,"['Action', 'Original Work', 'Outer Space', 'Romance', 'School Life', 'Sci Fi']",TV,2003,3.78
2041,Poyopoyo Kansatsu Nikki,52,Dax Production,"['Animal Protagonists', 'Based on a Manga', 'Comedy', 'Countryside', 'Family Friendly', 'Slice of Life']",TV,2012,3.78
2042,One Piece: Django's Dance Carnival,1,Toei Animation,"['Comedy', 'Pirates', 'Shorts']",Movie,2001,3.78
2043,Kidou Keisatsu Patlabor (1990),16,Studio Deen,"['Mecha', 'Sci Fi']",OVA,1990,3.78
2044,Patlabor: The Mobile Police - New Files,16,Studio Deen,"['Mecha', 'Sci Fi']",OVA,1990,3.78
2045,Mobile Police Patlabor - The New Files,16,Studio Deen,"['Mecha', 'Sci Fi']",OVA,1990,3.78
2046,Nogizaka Haruka no Himitsu: Finale,4,Diomedea,"['Based on a Light Novel', 'Comedy', 'Otaku Culture', 'Romance']",OVA,2012,3.78
2047,High School DxD OVA,2,,"['Demons', 'Ecchi', 'Fantasy', 'Nudity']",OVA,2012,3.78
2048,Bakuman. (2012) Specials,2,J.C.Staff,"[]",DVD Special,2013,3.78
2049,Lupin III Special 9: Island of Assassins,1,TMS Entertainment,"['Action', 'Comedy', 'Thieves']",TV Special,1997,3.78
2050,Sekirei,12,Seven Arcs,"['Based on a Manga', 'Ecchi', 'Hand to Hand Combat', 'Panty Shots', 'Physical Abuse', 'Sudden Girlfriend Appearance']",TV,2008,3.78
2051,Champion Joe 2,47,TMS Entertainment,"['Based on a Manga', 'Boxing', 'Drama', 'Hand to Hand Combat', 'Sports']",TV,1980,3.78
2052,Tomorrow's Joe 2,47,TMS Entertainment,"['Based on a Manga', 'Boxing', 'Drama', 'Hand to Hand Combat', 'Sports']",TV,1980,3.78
2053,Ashita no Joe 2,47,TMS Entertainment,"['Based on a Manga', 'Boxing', 'Drama', 'Hand to Hand Combat', 'Sports']",TV,1980,3.78
2054,Mahou Sensei Negima! ~Mou Hitotsu Sekai~ Magical Girl Yue,1,Shaft,"[]",OVA,2010,3.78
2055,Yuru Yuri,12,Dogakobo,"['Based on a Manga', 'Comedy', 'Moe', 'School Club', 'School Life', 'Shoujo-ai', 'Slice of Life']",TV,2011,3.78
2056,Rozen Maiden,12,Nomad,"['Based on a Manga', 'Drama', 'Fantasy', 'Magic', 'Master-Servant Relationship']",TV,2004,3.78
2057,The Third - Aoi Hitomi no Shoujo,24,XEBEC,"['Action', 'Adventure', 'Based on a Light Novel', 'Post-apocalyptic', 'Sci Fi']",TV,2006,3.78
2058,The Third: The Girl with the Blue Eye,24,XEBEC,"['Action', 'Adventure', 'Based on a Light Novel', 'Post-apocalyptic', 'Sci Fi']",TV,2006,3.78
2059,Astro Fighter Sunred Specials,4,AIC A.S.T.A.,"['Based on a Manga', 'Comedy', 'Monsters', 'Parody']",DVD Special,2009,3.78
2060,Tentai Senshi Sunred Specials,4,AIC A.S.T.A.,"['Based on a Manga', 'Comedy', 'Monsters', 'Parody']",DVD Special,2009,3.78
2061,They Were Eleven,1,Kitty Films,"['Mystery', 'Outer Space', 'Psychological', 'Sci Fi']",Movie,1986,3.78
2062,Ground Control to Psychoelectric Girl,12,Shaft,"['Based on a Light Novel', 'Comedy', 'Seinen', 'Slice of Life']",TV,2011,3.78
2063,Denpa Onna to Seishun Otoko,12,Shaft,"['Based on a Light Novel', 'Comedy', 'Seinen', 'Slice of Life']",TV,2011,3.78
2064,Uta no Prince-sama: Maji Love 2000% Special,1,A-1 Pictures,"[]",DVD Special,2013,3.78
2065,Joshiraku,13,J.C.Staff,"['Based on a Manga', 'Comedy', 'Parody', 'Slice of Life']",TV,2012,3.67
2066,You're Under Arrest!,51,Studio Deen,"['Action', 'Based on a Manga', 'Comedy', 'Drama', 'Police', 'Work Life']",TV,1996,3.67
2067,Taiho Shichauzo,51,Studio Deen,"['Action', 'Based on a Manga', 'Comedy', 'Drama', 'Police', 'Work Life']",TV,1996,3.67
2068,+Tic Elder Sister,12,TYO Animations,"['Based on a Manga', 'Comedy', 'School Club']",Web,2011,3.67
2069,Plastic Nee-san,12,TYO Animations,"['Based on a Manga', 'Comedy', 'School Club']",Web,2011,3.67
2070,Angel Densetsu,2,Toei Animation,"['Action', 'Based on a Manga', 'Comedy', 'Delinquents', 'School Life', 'Violence']",OVA,1996,3.67
2071,Scryed Alteration I: Tao,1,Sunrise,"['Action', 'Recap', 'Sci Fi', 'Shounen', 'Superpowers']",Movie,2011,3.67
2072,Inazuma Eleven GO: Kyuukyoku no Kizuna Gryphon,1,OLM,"['Shounen', 'Soccer', 'Sports']",Movie,2011,3.67
2073,Gekijouban Inazuma Eleven GO: Kyuukyoku no Kizuna Gryphon,1,OLM,"['Shounen', 'Soccer', 'Sports']",Movie,2011,3.67
2074,Mahoromatic 2,14,Gainax,"['Comedy', 'Ecchi', 'Maids']",TV,2002,3.67
2075,Mahoromatic: Something More Beautiful,14,Gainax,"['Comedy', 'Ecchi', 'Maids']",TV,2002,3.67
2076,Corpse Party: Tortured Souls,4,asread,"['Based on a Video Game', 'Explicit Violence', 'Horror', 'Mystery', 'Supernatural']",OVA,2013,3.67
2077,Solty Rei,24,AIC,"['Action', 'Androids', 'Bounty Hunters', 'Original Work', 'Post-apocalyptic', 'Robots', 'Sci Fi', 'Violence']",TV,2005,3.67
2078,Cencoroll,1,Anime Innovation Tokyo,"['Monsters', 'Original Work', 'Sci Fi']",Movie,2009,3.67
2079,Kikou Ryouhei Mellowlink,12,Sunrise,"['Original Work', 'Sci Fi']",OVA,1988,3.67
2080,Armor Hunter Mellowlink,12,Sunrise,"['Original Work', 'Sci Fi']",OVA,1988,3.67
2081,Queen Emeraldas,4,,"['Based on a Manga', 'Sci Fi', 'Space Pirates']",OVA,1998,3.67
2082,Glass Mask OVA,3,TMS Entertainment,"['Based on a Manga', 'Drama', 'Idols', 'Shoujo']",OVA,1998,3.67
2083,Vampire Hunter D,1,Ashi Productions,"['Action', 'Based on a Novel', 'Bounty Hunters', 'Nudity', 'Post-apocalyptic', 'Sci Fi', 'Supernatural', 'Vampires', 'Violence']",Movie,1985,3.67
2084,Yamada-kun and the Seven Witches,1,LIDEN FILMS,"['Promotional']",Web,2013,3.67
2085,Invaders of the Rokujyouma!?,12,SILVER LINK,"['Based on a Light Novel', 'Boarding House', 'Comedy', 'School Life', 'Supernatural']",TV,2014,3.67
2086,Rokujyoma no Shinryakusha!?,12,SILVER LINK,"['Based on a Light Novel', 'Boarding House', 'Comedy', 'School Life', 'Supernatural']",TV,2014,3.67
2087,Boku wa Tomodachi ga Sukunai: Add-on Disc,1,AIC Build,"['Comedy']",OVA,2012,3.67
2088,Haganai: Add-on Disc,1,AIC Build,"['Comedy']",OVA,2012,3.67
2089,CLAMP in Wonderland 2,1,MADHOUSE,"['Crossover', 'Fantasy']",Music Video,2007,3.67
2090,Kidou Senshi Z Gundam III: Hoshi no Kodou wa Ai,1,,"[]",Movie,2006,3.67
2091,Mobile Suit Zeta Gundam: A New Translation III -Love is the Pulse of the Stars-,1,,"[]",Movie,2006,3.67
2092,Air Summer Special,2,Kyoto Animation,"['Based on an Eroge', 'Based on a Visual Novel', 'Comedy', 'Drama', 'Fantasy']",TV Special,2005,3.67
2093,Hi no Tori: Yamato Hen,1,,"['Fantasy', 'Feudal Japan', 'Romance']",OVA,1987,3.67
2094,Phoenix: Yamato Chapter,1,,"['Fantasy', 'Feudal Japan', 'Romance']",OVA,1987,3.67
2095,Code Geass: Lelouch of the Rebellion Recaps,2,Sunrise,"['Action', 'Mecha', 'Recap', 'Sci Fi']",TV Special,2006,3.67
2096,Gatchaman Crowds Insight: Inbound,1,Tatsunoko Pro.,"['Action', 'Aliens', 'Social Media']",TV Special,2015,3.67
2097,Gunslinger Girl: Il Teatrino OVA,2,Artland,"[]",OVA,2008,3.67
2098,Haiyore! Nyaruko-san: Yasashii Teki no Shitome-kata,1,XEBEC,"['Aliens', 'Comedy', 'Fantasy', 'Magic', 'Magical Girl', 'Parody', 'Supernatural']",OVA,2012,3.66
2099,Tamayura: More Aggressive OVA,1,TYO Animations,"[]",OVA,2014,3.66
2100,Pom Poko,1,Studio Ghibli,"['Adventure', 'Animal Protagonists', 'Environmental', 'Family Friendly', 'Fantasy', 'Japanese Mythology']",Movie,1994,3.66
2101,God Eater,9+,ufotable,"['Action', 'Based on a Video Game', 'CG Animation', 'Explicit Violence', 'Monsters', 'Post-apocalyptic', 'Sci Fi', 'Swordplay']",TV,2015,3.66
2102,Omamori Himari,12,Zexcs,"['Based on a Manga', 'Comedy', 'Demons', 'Ecchi', 'Fantasy', 'Harem', 'Superpowers']",TV,2010,3.66
2103,Elemental Gelade,26,XEBEC,"['Action', 'Adventure', 'Based on a Manga', 'Fantasy']",TV,2005,3.66
2104,Shakugan no Shana II Specials,3,J.C.Staff,"['Comedy']",DVD Special,2008,3.66
2105,Campione!,13,Diomedea,"['Action', 'Based on a Light Novel', 'Ecchi', 'Fantasy']",TV,2012,3.66
2106,Ganba Fly High,30,Sunrise,"['Based on a Manga', 'Comedy', 'School Club', 'School Life', 'Shounen', 'Sports', 'Tournaments']",TV,1996,3.66
2107,Lupin III Special 16: Stolen Lupin,1,TMS Entertainment,"['Action', 'Thieves']",TV Special,2004,3.66
2108,Mahoraba ~Heartful Days~,26,J.C.Staff,"['Based on a Manga', 'Comedy', 'Drama', 'Romance', 'Slice of Life']",TV,2005,3.66
2109,Trinity Blood,24,GONZO,"['Based on a Light Novel', 'Episodic', 'Post-apocalyptic', 'Supernatural', 'Vampires']",TV,2005,3.66
2110,The Ideon: Be Invoked,1,Sunrise,"['Mecha', 'Outer Space', 'Sci Fi']",Movie,1982,3.66
2111,Ideon: Be Invoked,1,Sunrise,"['Mecha', 'Outer Space', 'Sci Fi']",Movie,1982,3.66
2112,Densetsu Kyojin Ideon/Hatsudou Hen,1,Sunrise,"['Mecha', 'Outer Space', 'Sci Fi']",Movie,1982,3.66
2113,Zoids Chaotic Century,34,XEBEC,"['Action', 'Mecha']",TV,1999,3.7
2114,Blood Lad OVA,1,Brains-Base,"['Action', 'Comedy', 'Demons', 'Fantasy', 'Parody', 'Vampires']",OVA,2013,3.7
2115,Zegapain,26,Sunrise,"['Action', 'Mecha', 'Original Work', 'Post-apocalyptic', 'Psychological', 'Romance', 'Sci Fi', 'Virtual Reality']",TV,2006,3.7
2116,Ghost in the Shell: Uchikomatic Days,1,Production I.G,"[]",DVD Special,2007,3.7
2117,InuYasha,167,Sunrise,"['Based on a Manga', 'Demons', 'Fantasy', 'Feudal Japan', 'Person in a Strange World', 'Shounen', 'Time Travel', 'Tsundere']",TV,2000,3.7
2118,Ghost Stories,20,Studio Pierrot,"['Supernatural']",TV,2000,3.7
2119,Gakkou no Kaidan,20,Studio Pierrot,"['Supernatural']",TV,2000,3.7
2120,Fate/stay night: TV reproduction,2,Studio Deen,"['Action', 'Fantasy', 'Magic', 'Superpowers']",OVA,2010,3.7
2121,Re: Hamatora,12,Lerche,"['Action', 'Based on a Manga', 'Drama', 'Mystery', 'Superpowers']",TV,2014,3.7
2122,Mai-Otome,26,Sunrise,"['Comedy', 'Fantasy', 'Original Work', 'Sci Fi', 'Superpowers']",TV,2005,3.7
2123,Rescue Wings,12,J.C.Staff,"['Action', 'Aviation', 'Drama', 'Military', 'Seinen']",TV,2006,3.7
2124,Yomigaeru Sora -Rescue Wings-,12,J.C.Staff,"['Action', 'Aviation', 'Drama', 'Military', 'Seinen']",TV,2006,3.7
2125,Maria-sama ga Miteru Specials,7,Studio Deen,"['Comedy', 'Omake', 'Shoujo-ai']",DVD Special,2004,3.7
2126,Maria Watches Over Us: Don't Tell Mother Maria.,7,Studio Deen,"['Comedy', 'Omake', 'Shoujo-ai']",DVD Special,2004,3.7
2127,Natsu no Arashi! 2,13,Shaft,"['Based on a Manga', 'Comedy', 'Romance', 'Supernatural', 'Time Travel']",TV,2009,3.7
2128,Inazuma Eleven GO: Galaxy,43,OLM,"['Based on a Video Game', 'Family Friendly', 'Shounen', 'Soccer', 'Sports']",TV,2013,3.7
2129,Letter Bee Reverse Specials,25,Studio Pierrot,"[]",DVD Special,2010,3.7
2130,One Piece: The Desert Princess and the Pirates - Adventures in Alabasta Prologue,1,Toei Animation,"['Pirates']",OVA,2007,3.7
2131,Bishoujo Senshi Sailor Moon Sailor Stars,34,Toei Animation,"['Magic', 'Magical Girl', 'Shoujo']",TV,1996,3.7
2132,Sailor Moon Sailor Stars,34,Toei Animation,"['Magic', 'Magical Girl', 'Shoujo']",TV,1996,3.7
2133,Eiga Doraemon: Shin Nobita no Daimakyou - Peko to 5-nin no Tankentai,1,Shinei Animation,"[]",Movie,2014,3.7
2134,Doraemon: New Nobita's Great Demon - Peko and the Exploration Party of Five,1,Shinei Animation,"[]",Movie,2014,3.7
2135,Scryed Alteration II: Quan,1,Sunrise,"['Action', 'Recap', 'Sci Fi', 'Shounen', 'Superpowers']",Movie,2012,3.69
2136,Kumi to Tulip,1,Tezuka Productions,"['Anime Mirai']",Movie,2015,3.69
2137,Eiga Precure All Stars New Stage 3: Eien no Tomodachi,1,Toei Animation,"['Magic', 'Magical Girl']",Movie,2014,3.69
2138,Pretty Cure All Stars New Stage 3: Eien no Tomodachi,1,Toei Animation,"['Magic', 'Magical Girl']",Movie,2014,3.69
2139,Jarinko Chie Movie,1,,"['Comedy']",Movie,1981,3.69
2140,Chie the Brat Movie,1,,"['Comedy']",Movie,1981,3.69
2141,Adieu Galaxy Express 999,1,Toei Animation,"['Based on an Anime', 'Sci Fi', 'Trains']",Movie,1981,3.69
2142,Sayonara Ginga Tetsudou 999: Andromeda Shuuchakueki,1,Toei Animation,"['Based on an Anime', 'Sci Fi', 'Trains']",Movie,1981,3.69
2143,InuYasha The Movie 1: Affections Touching Across Time,1,Sunrise,"['Based on a Manga', 'Demons', 'Fantasy', 'Feudal Japan', 'Person in a Strange World', 'Romance', 'Shounen']",Movie,2001,3.69
2144,GJ Club@,1,Dogakobo,"['Comedy', 'School Club', 'Slice of Life']",TV Special,2014,3.69
2145,GJ-bu@,1,Dogakobo,"['Comedy', 'School Club', 'Slice of Life']",TV Special,2014,3.69
2146,Rain Town,1,,"['Drama', 'Original Work', 'Robots', 'Shorts']",Web,2011,3.69
2147,Saint Seiya Movie 5: The Heaven Chapter ~Overture~,1,Toei Animation,"['Action', 'Fantasy', 'Hand to Hand Combat', 'Sci Fi', 'Shounen', 'Superpowers', 'Violence']",Movie,2004,3.69
2148,Knights of the Zodiac Movie 5: The Heaven Chapter ~Overture~,1,Toei Animation,"['Action', 'Fantasy', 'Hand to Hand Combat', 'Sci Fi', 'Shounen', 'Superpowers', 'Violence']",Movie,2004,3.69
2149,Lupin III Special 13: Alcatraz Connection,1,TMS Entertainment,"['Action', 'Adventure', 'America', 'Thieves']",TV Special,2001,3.69
2150,Lupin III,23,TMS Entertainment,"['Action', 'Based on a Manga', 'Comedy', 'Episodic', 'Gunfights', 'Thieves']",TV,1971,3.69
2151,Kimi to Boku.,13,J.C.Staff,"['Based on a Manga', 'Comedy', 'School Life', 'Slice of Life']",TV,2011,3.69
2152,You and Me.,13,J.C.Staff,"['Based on a Manga', 'Comedy', 'School Life', 'Slice of Life']",TV,2011,3.69
2153,Sankarea OVA,2,,"[]",OVA,2012,3.69
2154,Speed Grapher,24,GONZO,"['Action', 'Original Work', 'Psychological', 'Sexual Abuse', 'Supernatural', 'Violence']",TV,2005,3.69
2155,City Hunter: The Secret Service,1,Sunrise,"[]",TV Special,1996,3.69
2156,Digimon Movie 1: Digimon Adventure,1,Toei Animation,"['Action', 'Family Friendly', 'Fantasy', 'Shounen']",Movie,1999,3.69
2157,New Getter Robo,13,Brains-Base,"['Demons', 'Explicit Violence', 'Mecha']",TV,2004,3.69
2158,Shin Getter Robo,13,Brains-Base,"['Demons', 'Explicit Violence', 'Mecha']",TV,2004,3.69
2159,Taiyou no Ko Esteban,39,Studio Pierrot,"['Adventure', 'Historical', 'Original Work']",TV,1982,3.69
2160,The Mysterious Cities of Gold,39,Studio Pierrot,"['Adventure', 'Historical', 'Original Work']",TV,1982,3.69
2161,Irresponsible Captain Tylor OVA,10,Tatsunoko Pro.,"['Adventure', 'Aliens', 'Based on a Light Novel', 'Comedy', 'Military', 'Outer Space', 'Sci Fi', 'Space Opera']",OVA,1994,3.88
2162,Aoki Hagane no Arpeggio: Ars Nova DC,1,SANZIGEN Animation Studio,"['Action', 'Based on a Manga', 'Recap', 'Sci Fi']",Movie,2015,3.88
2163,Gekijouban Hunter x Hunter: The Last Mission,1,MADHOUSE,"['Action', 'Shounen', 'Superpowers']",Movie,2013,3.88
2164,Hunter x Hunter: The Last Mission,1,MADHOUSE,"['Action', 'Shounen', 'Superpowers']",Movie,2013,3.88
2165,Amagami SS,25,AIC,"['Based on a Visual Novel', 'Romance', 'School Life']",TV,2010,3.88
2166,Cowboy Bebop Session XX: Mish-Mash Blues,1,Sunrise,"['Shorts']",TV Special,1998,3.88
2167,Danna ga Nani o Itteiru ka Wakaranai Ken 2-Sure-Me,13,Seven,"['Based on a Manga', 'Comedy', 'Otaku Culture', 'Slice of Life']",TV,2015,3.88
2168,I Can't Understand What My Husband Is Saying Thread 2,13,Seven,"['Based on a Manga', 'Comedy', 'Otaku Culture', 'Slice of Life']",TV,2015,3.88
2169,Shikabane Hime: Kuro,12,Gainax,"['Action', 'Based on a Manga', 'Monsters', 'Supernatural', 'Superpowers']",TV,2009,3.88
2170,Corpse Princess: Kuro,12,Gainax,"['Action', 'Based on a Manga', 'Monsters', 'Supernatural', 'Superpowers']",TV,2009,3.88
2171,You're Under Arrest! OVA,4,Studio Deen,"['Action', 'Comedy', 'Drama', 'Police']",OVA,1994,3.88
2172,Taiho Shichauzo OVA,4,Studio Deen,"['Action', 'Comedy', 'Drama', 'Police']",OVA,1994,3.88
2173,Detective Academy Q,45,Studio Pierrot,"['Based on a Manga', 'Detectives', 'Mystery']",TV,2003,3.88
2174,Tantei Gakuen Q,45,Studio Pierrot,"['Based on a Manga', 'Detectives', 'Mystery']",TV,2003,3.88
2175,Shinrei Tantei Yakumo,13,BEE TRAIN,"['Based on a Novel', 'Detectives', 'Drama', 'Supernatural']",TV,2010,3.88
2176,Psychic Detective Yakumo,13,BEE TRAIN,"['Based on a Novel', 'Detectives', 'Drama', 'Supernatural']",TV,2010,3.88
2177,Mobile Suit Gundam,43,Sunrise,"['Futuristic', 'Mecha', 'Military', 'Outer Space', 'Political', 'Sci Fi', 'War']",TV,1979,3.88
2178,Gundam,43,Sunrise,"['Futuristic', 'Mecha', 'Military', 'Outer Space', 'Political', 'Sci Fi', 'War']",TV,1979,3.88
2179,Kurenai,12,Brains-Base,"['Based on a Light Novel', 'Comedy', 'Drama', 'Martial Arts', 'Slice of Life', 'Superpowers', 'Violence']",TV,2008,3.88
2180,Melancholy of Haruhi Suzumiya (2009),28,Kyoto Animation,"['Comedy', 'School Club', 'School Life']",TV,2009,3.88
2181,Suzumiya Haruhi no Yuuutsu (2009),28,Kyoto Animation,"['Comedy', 'School Club', 'School Life']",TV,2009,3.88
2182,Medaka Box Abnormal,12,Gainax,"['Action', 'Based on a Manga', 'School Life', 'Shounen']",TV,2012,3.88
2183,Tenchi Universe,26,AIC,"['Adventure', 'Comedy', 'Fantasy', 'Harem', 'Sci Fi']",TV,1995,3.88
2184,Asura Cryin' 2,13,Seven Arcs,"['Action', 'Based on a Light Novel', 'Supernatural']",TV,2009,3.88
2185,Kyo Kara Maoh! R,5,Studio Deen,"[]",OVA,2007,3.87
2186,Detective Conan Magic File 3: Shinichi and Ran: Memories of Mahjong Tiles and Tanabata,1,TMS Entertainment,"['Board Games', 'Detectives']",OVA,2009,3.87
2187,Initial D Extra Stage 2: Tabidachi no Green,1,,"['Cars', 'Drama', 'Racing', 'Romance', 'Seinen']",OVA,2008,3.87
2188,Dogs: Bullets & Carnage,4,David Production,"['Action', 'Based on a Manga']",OVA,2009,3.87
2189,Gakuen Alice,26,Group TAC,"['Based on a Manga', 'Comedy', 'Family Friendly', 'Magic', 'School Life', 'Superpowers']",TV,2004,3.87
2190,Alice Academy,26,Group TAC,"['Based on a Manga', 'Comedy', 'Family Friendly', 'Magic', 'School Life', 'Superpowers']",TV,2004,3.87
