id,title,category,brand,modelno,price,proddescrlong
2138,da-lite pixmate 20 x 30 ul listed adjustable shelf wide base television cart 43 - 49 height,electronics - general,da-lite,6026e,253.51,dl1018da-lite s carts give the lasting performance and quality you expect. all are designed to take the rigors of heavy use for years to come. you ll also appreciate the attention to safety with no-slip pads one-half inch safety lips and no sharp edges. carts are standard with aircraft quality casters and o-rings for smooth quiet operation and with a powder coated finish. wide base for added stability when moving heavier monitors televisions and a 20 x 30 top with adjustable center shelf for components. includes 5 casters and safety belt. electrical assembly with built-in cord holder available as an option. easy to assemble and reduces shipping costs. black powder coated finish.
2139,agf blackberry torch 9800 9810 endo grt case black black,electronics - general,agf,ha0435-m005,25.88,agf blackberry torch 9800 9810 endo grt case fits blackberry torch 9800 9810 patented 2-piece glide rail technology case made with super-slick glide tech resin so phone opens and closes with ease made with soft flexible tpu outside polycarbonate internal support structure provides utmost protection from every angle protects phones slider mechanism from wearing over time access to all controls ports and camera includes durable holster color black black
2140,htc sensation 4g,prepaid wireless phones,generic,610214626400,0.0,htc sensation 4g 1080 p hd video os android platform gingerbread dual microphones wi-fi connectivity wi-fi calling htc sense 3.0 8 megapixel camera with dual led flash and zero lag shutter front-facing camera aluminum unibody construction curved glass screen embedded antennas watch tv and download movies through htc watch t-mobile tv and youtube
2141,griffin ipod touch 4g dflex protection system front only,mp3 accessories,griffin,na02046,19.88,griffin ipod touch 4g dflex protection system front only protects from scratches fingerprints dirt and sand 9mm scratch-proof tear-proof puncture-resistant skin includes smartwipe screen cleaner application card and reusable polishing cloth front protection only
2142,clarion vx401 6.2 double-din multimedia control station with usb port and built-in bluetooth,gps,clarion,vx401,499.99,clarion vx401 6.2 touchscreen fits double-din openings built-in bluetooth for hands-free calls and music streaming wireless remote plays cds cd-r rw dvds dvd-rs rws dvd rs rws plus mp3 wmas on cd and dvd 24-bit digital-to-analog converter works with clarion navigation system hd radio tuner sirius satellite radio tuner inputs two a v inputs front and rear rear camera input rear usb outputs video out 6-channel preamp outputs 2v front rear subwoofer
2143,link depot 14 ethernet enhanced cat6 networking cable blue,networking,link depot,c6m-14-bub,3.98,link depot 14 ethernet enhanced cat6 networking cable category 6 enhanced 550mhz tia eia 568b.2 utp unshielded twisted pair pvc jacket 24 awg 4 pairs supports 10 100 1000gbps length 14 color blue
2144,da-lite video spectra 1.5 model c manual screen - 8 x 10 av format,electronics - general,da-lite,82967,725.99,dl6416 features ideal for large size conference or training rooms. permanently lubricated steel ball bearings combined with nylon bushings and heavy-duty spring assembly offers smooth operation even in demanding applications. optional floating mounting brackets allow the model c to be mounted onto wall or ceiling studs and aligned left or right after installation by releasing two sets of screws. pull cord included. screen material video spectra 1.5 this screen surface is specially designed with a reflective coating which provides an increased amount of brightness with a moderately reduced viewing angle. the increased gain of this surface makes it suitable for environments where ambient lighting is uncontrollable and a projector with moderate light output is utilized. flame retardant and mildew resistant. viewing angle 35 gain 1.5
2145,da-lite high power advantage manual with csr - av format 8 x 10 diagonal,electronics - general,da-lite,85687,1303.99,dl6174 features ceiling recessed manually operated screen. developed with the installation process in mind the advantage manual screen with controlled screen return csr provides the convenience and flexibility of installing the case and fabric roller assemblies at separate stages of construction. a floating mounting method utilizing adjustable roller brackets is designed into the lightweight extruded aluminum case allowing the centering or offsetting of the screen. finished case edges provide a clean look and comfortable build-in of ceiling tiles. the csr system ensures the quiet controlled return of the screen into the case providing optimal performance and smooth consistent operation. screens with the csr feature must be fully extended. there are not intermediate stopping positions. pull cord included. screen material high power a technological breakthrough providing the reflectivity and optical characteristics of a traditional glass beaded surface with the ability to clean the surface when necessary. its smooth textured surface provides the highest gain of all front projection screen surfaces with no resolution loss. the moderate viewing angle and its ability to reflect light back along the projection axis make this surface the best choice for situations where there is a moderate amount of ambient light and the projector is placed on a table-top or in the same horizontal viewing plane as the audience. flame retardant and mildew resistant. viewing angle 30 gain 2.4
2146,cooler master notepal u2 black,electronics - general,coolermaster,r9-nbc-8pbk-gp,24.82,cooler master notepal u2 slim lightweight design unique sturdy structure supports laptops up to 17 ergonomically designed convection design to prevent overheating color black includes 2 fans
2147,belkin 3 cat-5e snagless patch cable blue,electronics - general,belkin,a3l791-03-blu-s,4.35,belkin 3 cat-5e snagless patch cable exceeds the performance requirement of category 5e perfect in conjunction with 10 and 100 base-t networks 50-micron gold-plated connectors premium snagless-type moldings to protect the connection powersum tested guaranteed for life cable length 3 color blue
