Sno,Album_Name,Album_Price,Artist_Name,CopyRight,Customer_Rating,Genre,Price,Released,Song_Name,Time
3985,Everything Is 4,$7.99 ,Jason Derulo, 2015 Warner Bros. Records Inc.,3.67403,"Pop,Music,Rock,Dance,R&B/Soul,Contemporary R&B",$1.29 ,29-May-15,X2CU,5:13
3986,Talk Dirty,$9.99 ,Jason Derulo," 2013, 2014 Warner Bros. Records Inc.",3.64994,"Pop,Music,Dance,R&B/Soul,Contemporary R&B,Rock",$1.29 ,15-Apr-14,Marry Me,3:45
3987,Talk Dirty,$9.99 ,Jason Derulo," 2013, 2014 Warner Bros. Records Inc.",3.64994,"Pop,Music,Dance,R&B/Soul,Contemporary R&B,Rock",$1.29 ,15-Apr-14,Marry Me,3:45
3988,Talk Dirty,$9.99 ,Jason Derulo," 2013, 2014 Warner Bros. Records Inc.",3.64994,"Pop,Music,Dance,R&B/Soul,Contemporary R&B,Rock",$1.29 ,15-Apr-14,Marry Me,3:45
3989,Everything Is 4,$7.99 ,Jason Derulo, 2015 Warner Bros. Records Inc.,3.67403,"Pop,Music,Rock,Dance,R&B/Soul,Contemporary R&B",$1.29 ,29-May-15,X2CU,5:13
3990,Everything Is 4,$7.99 ,Jason Derulo, 2015 Warner Bros. Records Inc.,3.67403,"Pop,Music,Rock,Dance,R&B/Soul,Contemporary R&B",$1.29 ,29-May-15,X2CU,5:13
3991,Skrillex and Diplo Present Jack ’“,$8.99 ,Skrillex & Diplo, 2015 Atlantic Recording Corporation for the US and WEA International for the world outside the United States. A Warner Music Group Company,4.3083,"Dance,Music,Hip-Hop/Rap,Jazz,Bop,Electronic,Rap,Rock",$1.29 ,24-Feb-15,Take ’“ There (feat. Kiesza) [Missy Elliott Remix] [Bonus Track],3:30
3992,Recess,$9.99 ,Skrillex," 2014 OWSLA/Big Beat Records, Inc. for the United States and WEA International Inc. for the world outside of the United States.",4.12606,"Dance,Music,Electronic,Rock",$1.29 ,14-Mar-14,Fire Away,5:42
3993,Recess,$9.99 ,Skrillex," 2014 OWSLA/Big Beat Records, Inc. for the United States and WEA International Inc. for the world outside of the United States.",4.12606,"Dance,Music,Electronic,Rock",$1.29 ,14-Mar-14,Fire Away,5:42
3994,Bangarang,$5.99 ,Skrillex," 2012 Big Beat Records, Inc. for the United States and WEA International for the world outside the United States.",4.4396,"Dance,Music,Electronic",$1.29 ,27-Dec-11,Skrillex Orchestral Suite By Varien (Bonus Track),6:54
3995,Love Myself - Single,$1.29 ,Hailee Steinfeld," 2015 Republic Records, a division of UMG Recordings, Inc.",4.48148,"Pop,Music,Rock",$1.29 ,7-Aug-15,Love Myself,3:38
3996,A Rock By The Sea Christmas :: Volume 2,$9.99 ,Brian Fechino, 2011 Hubbub!,4.19999,"Holiday,Music,Rock",$0.99 ,8-Nov-11,Rudolph Blue,1:57
3997,Good to Be a Man - Single,$1.98 ,Elle King, 2012 Fat Possum Records,4.96154,"Alternative,Music,Rock,Adult Alternative",$0.99 ,13-Mar-12,No One Can Save You,2:14
3998,Nine Track Mind,$9.99 ,Charlie Puth," 2015 Artist Partner Group, Inc",4.38532,"Pop,Music,Rock",$1.29 ,,Some Type of Love,3:05
3999,Wreck-It Ralph (Original Score),$9.99 ,Henry Jackman, 2012 Walt Disney Records,4.43641,"Soundtrack,Music,Original Score",$1.29 ,30-Oct-12,Arcade Finale,3:19
4000,OWSLA Spring Compilation 2015,$5.99 ,AC Slater, 2015 OWSLA,4.54386,"Dance,Music,Electronic,Electronica",$1.29 ,17-Mar-15,Booty Free (feat. Dell Harris),4:29
4001,Scary Monsters and Nice Sprites,$5.99 ,Skrillex," 2010 Big Beat Records, Inc. for the United States and WEA International for the world outside the United States.",4.50558,"Dance,Music,House,Electronic",$1.29 ,21-Dec-10,Kill Everybody (Bare Noize Remix),4:41
4002,Recess,$9.99 ,Skrillex," 2014 OWSLA/Big Beat Records, Inc. for the United States and WEA International Inc. for the world outside of the United States.",4.12606,"Dance,Music,Electronic,Rock",$1.29 ,14-Mar-14,Fire Away,5:42
4003,Handwritten,$9.99 ,Shawn Mendes," 2015 Island Records, a division of UMG Recordings, Inc.",4.75806,"Pop,Music,Rock,Vocal,Dance,Teen Pop",$1.29 ,14-Apr-15,This Is What It Takes,3:50
4004,What Dreams Are Made Of,$7.99 ,R. City, 2015 Kemosabe Records,4.50781,"Pop,Music,Hip-Hop/Rap,Rap,Rock",Album Only,,Track 14,--
4005,Beauty Behind the Madness,$12.99 ,The Weeknd," 2015 The Weeknd XO, Inc. Manufactured and Marketed by Republic Records, a Division of UMG Recordings, Inc.",4.63452,"R&B/Soul,Music",$1.29 ,28-Aug-15,Angel,6:17
4006,Kiss Land,$9.99 ,The Weeknd," 2013 The Weeknd XO, Inc. Marketed by Universal Republic Records, a Division of UMG Recordings, Inc.",4.63333,"R&B/Soul,Music,Rock,Contemporary R&B",Album Only,10-Sep-13,Kiss Land,--
4007,Kiss Land,$9.99 ,The Weeknd," 2013 The Weeknd XO, Inc. Marketed by Universal Republic Records, a Division of UMG Recordings, Inc.",4.63333,"R&B/Soul,Music,Rock,Contemporary R&B",Album Only,10-Sep-13,Kiss Land,--
4008,Kiss Land,$9.99 ,The Weeknd," 2013 The Weeknd XO, Inc. Marketed by Universal Republic Records, a Division of UMG Recordings, Inc.",4.63333,"R&B/Soul,Music,Rock,Contemporary R&B",Album Only,10-Sep-13,Kiss Land,--
4009,Kiss Land,$9.99 ,The Weeknd," 2013 The Weeknd XO, Inc. Marketed by Universal Republic Records, a Division of UMG Recordings, Inc.",4.63333,"R&B/Soul,Music,Rock,Contemporary R&B",Album Only,10-Sep-13,Kiss Land,--
4010,Kiss Land,$9.99 ,The Weeknd," 2013 The Weeknd XO, Inc. Marketed by Universal Republic Records, a Division of UMG Recordings, Inc.",4.63333,"R&B/Soul,Music,Rock,Contemporary R&B",Album Only,10-Sep-13,Kiss Land,--
4011,Kiss Land,$9.99 ,The Weeknd," 2013 The Weeknd XO, Inc. Marketed by Universal Republic Records, a Division of UMG Recordings, Inc.",4.63333,"R&B/Soul,Music,Rock,Contemporary R&B",Album Only,10-Sep-13,Kiss Land,--
4012,Kiss Land,$9.99 ,The Weeknd," 2013 The Weeknd XO, Inc. Marketed by Universal Republic Records, a Division of UMG Recordings, Inc.",4.63333,"R&B/Soul,Music,Rock,Contemporary R&B",Album Only,10-Sep-13,Kiss Land,--
4013,Kiss Land,$9.99 ,The Weeknd," 2013 The Weeknd XO, Inc. Marketed by Universal Republic Records, a Division of UMG Recordings, Inc.",4.63333,"R&B/Soul,Music,Rock,Contemporary R&B",Album Only,10-Sep-13,Kiss Land,--
4014,The Hunger Games: Catching Fire (Original Motion Picture Soundtrack),$9.99 ,Santigold," 2013 Universal Republic Records, a division of UMG Recordings, Inc.",4.58599,"Soundtrack,Music,Original Score,Classical,Soundtrack",$1.29 ,19-Nov-13,Shooting Arrows At the Sky,3:36
4015,Echoes of Silence,$9.99 ,The Weeknd," 2015 The Weeknd XO, Inc.",4.82979,"R&B/Soul,Music,Contemporary R&B,Rock",$1.29 ,17-Feb-15,Till Dawn (Here Comes the Sun),5:19
4016,Echoes of Silence,$9.99 ,The Weeknd," 2015 The Weeknd XO, Inc.",4.82979,"R&B/Soul,Music,Contemporary R&B,Rock",$1.29 ,17-Feb-15,Till Dawn (Here Comes the Sun),5:19
4017,House of Balloons,$9.99 ,The Weeknd," 2015 The Weeknd XO, Inc.",4.65,"R&B/Soul,Music,Contemporary R&B,Rock",$1.29 ,17-Feb-15,Twenty Eight,4:18
4018,Thursday,$9.99 ,The Weeknd," 2015 The Weeknd XO, Inc.",4.84091,"R&B/Soul,Music,Contemporary R&B,Rock",$1.29 ,17-Feb-15,Valerie,4:46
4019,Thursday,$9.99 ,The Weeknd," 2015 The Weeknd XO, Inc.",4.84091,"R&B/Soul,Music,Contemporary R&B,Rock",$1.29 ,17-Feb-15,Valerie,4:46
4020,Thursday,$9.99 ,The Weeknd," 2015 The Weeknd XO, Inc.",4.84091,"R&B/Soul,Music,Contemporary R&B,Rock",$1.29 ,17-Feb-15,Valerie,4:46
4021,House of Balloons,$9.99 ,The Weeknd," 2015 The Weeknd XO, Inc.",4.9,"R&B/Soul,Music,Contemporary R&B,Rock",$1.29 ,17-Feb-15,Twenty Eight,4:18
4022,House of Balloons,$9.99 ,The Weeknd," 2015 The Weeknd XO, Inc.",4.9,"R&B/Soul,Music,Contemporary R&B,Rock",$1.29 ,17-Feb-15,Twenty Eight,4:18
4023,House of Balloons,$9.99 ,The Weeknd," 2015 The Weeknd XO, Inc.",4.9,"R&B/Soul,Music,Contemporary R&B,Rock",$1.29 ,17-Feb-15,Twenty Eight,4:18
4024,House of Balloons,$9.99 ,The Weeknd," 2015 The Weeknd XO, Inc.",4.9,"R&B/Soul,Music,Contemporary R&B,Rock",$1.29 ,17-Feb-15,Twenty Eight,4:18
4025,House of Balloons,$9.99 ,The Weeknd," 2015 The Weeknd XO, Inc.",4.9,"R&B/Soul,Music,Contemporary R&B,Rock",$1.29 ,17-Feb-15,Twenty Eight,4:18
4026,Beauty Behind the Madness,$12.99 ,The Weeknd," 2015 The Weeknd XO, Inc. Manufactured and Marketed by Republic Records, a Division of UMG Recordings, Inc.",4.63452,"R&B/Soul,Music",$1.29 ,28-Aug-15,Angel,6:17
4027,Beauty Behind the Madness,$12.99 ,The Weeknd," 2015 The Weeknd XO, Inc. Manufactured and Marketed by Republic Records, a Division of UMG Recordings, Inc.",4.56667,"R&B/Soul,Music",$1.29 ,28-Aug-15,Angel,6:17
4028,Beauty Behind the Madness,$12.99 ,The Weeknd," 2015 The Weeknd XO, Inc. Manufactured and Marketed by Republic Records, a Division of UMG Recordings, Inc.",4.56667,"R&B/Soul,Music",$1.29 ,28-Aug-15,Angel,6:17
4029,Kiss Land,$9.99 ,The Weeknd," 2013 The Weeknd XO, Inc. Marketed by Universal Republic Records, a Division of UMG Recordings, Inc.",4.63333,"R&B/Soul,Music,Rock,Contemporary R&B",Album Only,10-Sep-13,Kiss Land,--
4030,Kiss Land,$9.99 ,The Weeknd," 2013 The Weeknd XO, Inc. Marketed by Universal Republic Records, a Division of UMG Recordings, Inc.",4.63333,"R&B/Soul,Music,Rock,Contemporary R&B",Album Only,10-Sep-13,Kiss Land,--
4031,What Dreams Are Made Of,$7.99 ,R. City, 2015 Kemosabe Records,4.50781,"Pop,Music,Hip-Hop/Rap,Rap,Rock",Album Only,,Track 14,--
4032,What Dreams Are Made Of,$7.99 ,R. City, 2015 Kemosabe Records,4.50781,"Pop,Music,Hip-Hop/Rap,Rap,Rock",Album Only,,Track 14,--
4033,What Dreams Are Made Of,$7.99 ,R. City, 2015 Kemosabe Records,4.50781,"Pop,Music,Hip-Hop/Rap,Rap,Rock",Album Only,,Track 14,--
4034,What Dreams Are Made Of,$7.99 ,R. City, 2015 Kemosabe Records,4.50781,"Pop,Music,Hip-Hop/Rap,Rap,Rock",Album Only,,Track 14,--
4035,What Dreams Are Made Of,$7.99 ,R. City, 2015 Kemosabe Records,4.50781,"Pop,Music,Hip-Hop/Rap,Rap,Rock",Album Only,,Track 14,--
4036,Handwritten,$9.99 ,Shawn Mendes," 2015 Island Records, a division of UMG Recordings, Inc.",4.75806,"Pop,Music,Rock,Vocal,Dance,Teen Pop",$1.29 ,14-Apr-15,This Is What It Takes,3:50
4037,Handwritten,$9.99 ,Shawn Mendes," 2015 Island Records, a division of UMG Recordings, Inc.",4.75806,"Pop,Music,Rock,Vocal,Dance,Teen Pop",$1.29 ,14-Apr-15,This Is What It Takes,3:50
4038,Handwritten,$9.99 ,Shawn Mendes," 2015 Island Records, a division of UMG Recordings, Inc.",4.75806,"Pop,Music,Rock,Vocal,Dance,Teen Pop",$1.29 ,14-Apr-15,This Is What It Takes,3:50
4039,Handwritten,$9.99 ,Shawn Mendes," 2015 Island Records, a division of UMG Recordings, Inc.",4.75806,"Pop,Music,Rock,Vocal,Dance,Teen Pop",$1.29 ,14-Apr-15,This Is What It Takes,3:50
4040,Handwritten,$9.99 ,Shawn Mendes," 2015 Island Records, a division of UMG Recordings, Inc.",4.75806,"Pop,Music,Rock,Vocal,Dance,Teen Pop",$1.29 ,14-Apr-15,This Is What It Takes,3:50
4041,NOW That's What I Call Country Ballads 2,$9.99 ,Gloriana," 2014 UMG Recordings, Inc. and Sony Music Entertainment",3.29167,"Country,Music",Album Only,21-Jan-14,(Kissed You) Good Night,3:53
4042,NOW That's What I Call Country Ballads,$9.99 ,Alan Jackson," Compilation   2012 NOW Joint Venture. All rights reserved. Unauthorized reproduction is a violation of applicable laws. Manufactured by Capitol Catalog, 1750 North Vine Street, Hollywood, CA 90028.",4.8,"Country,Music",Album Only,24-Jan-12,Remember When,4:32
4043,"Now That's What I Call Music, Vol. 43",$9.99 ,Eva Simons," Compilation   2012 NOW Joint Venture. All rights reserved. Unauthorized reproduction is a violation of applicable laws.  Manufactured by Capitol Catalog, 1750 North Vine Street, Hollywood, CA 90028.",3.58333,"Pop,Music",Album Only,7-Aug-12,I Don't Like You (Bonus Track),4:11
4044,"NOW That's What I Call Music, Vol. 41",$9.99 ,The Wanted," Compilation   2012 NOW Joint Venture. All rights reserved. Unauthorized reproduction is a violation of applicable laws. Manufactured by Capitol Catalog, 1750 North Vine Street, Hollywood, CA 90028.",3.66667,"Pop,Music",Album Only,7-Feb-12,Glad You Came (Bonus Track),3:17
4045,Now That's What I Call the U.S.A. (The Patriotic Country Collection),$11.99 ,4Troops," Compilation  2010 NOW Joint Venture. All rights reserved. Unauthorized reproduction is a violation of applicable laws.  Manufactured by Capitol Catalog, 1750 North Vine Street, Hollywood, CA 90028.",2.88889,"Country,Music",Album Only,15-Jun-10,Star-Spangled Banner (Bonus Track),2:24
4046,Superstar DJs - Ministry of Sound,$9.99 ,Skream, 2013 Ministry of Sound Recordings Ltd.,3.78125,"Dance,Music",Album Only,1-Jul-13,Midnight Request Line (Superstar DJs Edit),3:52
4047,Caspa Presents Dubstep Sessions,$6.99 ,Caspa, 2013 New State Music (NEW9120BDUS),3.56522,"Dance,Music,Electronic",Album Only,20-Jan-13,Caspa Dubstep Sessions (Continuous DJ Mix),1:08:10
4048,Where Are ’“ Now (with Justin Bieber) [Remixes] - EP,$3.99 ,Skrillex & Diplo, 2015 OWSLA / Mad Decent / Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States. A Warner Music Group Company,4.55769,"Dance,Music",$1.29 ,16-Jun-15,Where Are ’“ Now (with Justin Bieber) [Ember Island Remix],2:31
4049,Scary Monsters and Nice Sprites,$5.99 ,Skrillex," 2010 Big Beat Records, Inc. for the United States and WEA International for the world outside the United States.",4.50558,"Dance,Music,House,Electronic",$1.29 ,21-Dec-10,Kill Everybody (Bare Noize Remix),4:41
4050,Scary Monsters and Nice Sprites,$5.99 ,Skrillex," 2010 Big Beat Records, Inc. for the United States and WEA International for the world outside the United States.",4.50558,"Dance,Music,House,Electronic",$1.29 ,21-Dec-10,Kill Everybody (Bare Noize Remix),4:41
4051,Bangarang,$5.99 ,Skrillex," 2012 Big Beat Records, Inc. for the United States and WEA International for the world outside the United States.",4.4396,"Dance,Music,Electronic",$1.29 ,27-Dec-11,Skrillex Orchestral Suite By Varien (Bonus Track),6:54
4052,Breakn' a Sweat (Zedd Remix) - Single,$1.29 ,Skrillex & The Doors," 2012 Big Beat Records, Inc. for the United States and WEA International for the world outside the United States.",4.59494,"Dance,Music,Electronic",$1.29 ,7-Feb-12,Breakn' a Sweat (Zedd Remix),5:30
4053,Try It Out - Single,$3.87 ,"Alvin Risk, Skrillex & Jason Aalon Butler", 2013 Big Beat Records Inc. for the United States and WEA International for the Americas outside the United States. A Warner Music Group Company,4.4186,"Dance,Music,Electronic",$1.29 ,14-Oct-13,Try It Out (Put Em Up Mix),5:22
4054,Where Are ’“ Now (with Justin Bieber) [Remixes] - EP,$3.99 ,Skrillex & Diplo, 2015 OWSLA / Mad Decent / Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States. A Warner Music Group Company,4.55769,"Dance,Music",$1.29 ,16-Jun-15,Where Are ’“ Now (with Justin Bieber) [Ember Island Remix],2:31
4055,Excision 2015 Mix Compilation,$9.99 ,Excision, 2015 Rottun Recordings,5,"Dance,Music,Electronic,Dubstep",$1.29 ,15-Sep-15,Float Away,4:02
4056,Scary Monsters and Nice Sprites,$5.99 ,Skrillex," 2010 Big Beat Records, Inc. for the United States and WEA International for the world outside the United States.",4.50558,"Dance,Music,House,Electronic",$1.29 ,21-Dec-10,Kill Everybody (Bare Noize Remix),4:41
4057,Where Are ’“ Now (with Justin Bieber) [Remixes] - EP,$3.99 ,Skrillex & Diplo, 2015 OWSLA / Mad Decent / Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States. A Warner Music Group Company,4.55769,"Dance,Music",$1.29 ,16-Jun-15,Where Are ’“ Now (with Justin Bieber) [Ember Island Remix],2:31
4058,Scary Monsters and Nice Sprites,$5.99 ,Skrillex," 2010 Big Beat Records, Inc. for the United States and WEA International for the world outside the United States.",4.50558,"Dance,Music,House,Electronic",$1.29 ,21-Dec-10,Kill Everybody (Bare Noize Remix),4:41
4059,Scary Monsters and Nice Sprites,$5.99 ,Skrillex," 2010 Big Beat Records, Inc. for the United States and WEA International for the world outside the United States.",4.50558,"Dance,Music,House,Electronic",$1.29 ,21-Dec-10,Kill Everybody (Bare Noize Remix),4:41
4060,Recess,$9.99 ,Skrillex," 2014 OWSLA/Big Beat Records, Inc. for the United States and WEA International Inc. for the world outside of the United States.",4.12606,"Dance,Music,Electronic,Rock",$1.29 ,14-Mar-14,Fire Away,5:42
4061,Ease My Mind v Ragga Bomb Remixes - EP,$3.99 ,Skrillex," 2014 OWSLA/Big Beat Records, Inc. for the United States and WEA International Inc. for the world outside of the United States.",4.35134,"Dance,Music",$1.29 ,24-Nov-14,Ease My Mind (feat. Niki and the Dove) [GTA Remix],4:41
4062,Ease My Mind v Ragga Bomb Remixes - EP,$3.99 ,Skrillex," 2014 OWSLA/Big Beat Records, Inc. for the United States and WEA International Inc. for the world outside of the United States.",4.35134,"Dance,Music",$1.29 ,24-Nov-14,Ease My Mind (feat. Niki and the Dove) [GTA Remix],4:41
4063,Bangarang,$5.99 ,Skrillex," 2012 Big Beat Records, Inc. for the United States and WEA International for the world outside the United States.",4.4396,"Dance,Music,Electronic",$1.29 ,27-Dec-11,Skrillex Orchestral Suite By Varien (Bonus Track),6:54
4064,Recess,$9.99 ,Skrillex," 2014 OWSLA/Big Beat Records, Inc. for the United States and WEA International Inc. for the world outside of the United States.",4.12606,"Dance,Music,Electronic,Rock",$1.29 ,14-Mar-14,Fire Away,5:42
4065,Skrillex and Diplo Present Jack ’“,$8.99 ,Skrillex & Diplo, 2015 Atlantic Recording Corporation for the US and WEA International for the world outside the United States. A Warner Music Group Company,4.3083,"Dance,Music,Hip-Hop/Rap,Jazz,Bop,Electronic,Rap,Rock",$1.29 ,24-Feb-15,Take ’“ There (feat. Kiesza) [Missy Elliott Remix] [Bonus Track],3:30
4066,More Monsters and Sprites,$7.99 ,Skrillex," 2011 Big Beat Records, Inc. for the United States and WEA International for the world outside the United States.",4.48332,"Dance,Music,House,Rock,Electronic",$1.99 ,21-Jun-11,Rock N' Roll (Will Take You to the Mountain),4:34
4067,Weekends!!! (feat. Sirah) - Single,$1.99 ,Skrillex," 2010 Big Beat Records, Inc. A Warner Music Group Company",4.52482,"Dance,Music,Electronic",$1.29 ,25-Oct-10,Weekends!!! (Zedd Remix),5:23
4068,Beauty Behind the Madness,$12.99 ,The Weeknd," 2015 The Weeknd XO, Inc. Manufactured and Marketed by Republic Records, a Division of UMG Recordings, Inc.",4.56667,"R&B/Soul,Music",$1.29 ,28-Aug-15,Angel,6:17
4069,Beauty Behind the Madness,$12.99 ,The Weeknd," 2015 The Weeknd XO, Inc. Manufactured and Marketed by Republic Records, a Division of UMG Recordings, Inc.",4.56667,"R&B/Soul,Music",$1.29 ,28-Aug-15,Angel,6:17
4070,Fifty Shades of Grey (Original Motion Picture Soundtrack),$11.99 ,Danny Elfman," 2015 Universal Studios and Republic Records a division of UMG Recordings, Inc.",4.12772,"Soundtrack,Music",$1.29 ,10-Feb-15,Did That Hurt?,2:54
4071,Beauty Behind the Madness,$12.99 ,The Weeknd," 2015 The Weeknd XO, Inc. Manufactured and Marketed by Republic Records, a Division of UMG Recordings, Inc.",4.63452,"R&B/Soul,Music",$1.29 ,28-Aug-15,Angel,6:17
4072,My Everything (Deluxe),$12.99 ,Ariana Grande," 2014 Republic Records, a division of UMG Recordings, Inc.",4.3955,"Pop,Music,World,Rock,R&B/Soul,Contemporary R&B,Dance",$1.29 ,25-Aug-14,You Don't Know Me,3:53
4073,Beauty Behind the Madness,$12.99 ,The Weeknd," 2015 The Weeknd XO, Inc. Manufactured and Marketed by Republic Records, a Division of UMG Recordings, Inc.",4.56667,"R&B/Soul,Music",$1.29 ,28-Aug-15,Angel,6:17
4074,Beauty Behind the Madness,$12.99 ,The Weeknd," 2015 The Weeknd XO, Inc. Manufactured and Marketed by Republic Records, a Division of UMG Recordings, Inc.",4.63452,"R&B/Soul,Music",$1.29 ,28-Aug-15,Angel,6:17
4075,House of Balloons,$9.99 ,The Weeknd," 2015 The Weeknd XO, Inc.",4.9,"R&B/Soul,Music,Contemporary R&B,Rock",$1.29 ,17-Feb-15,Twenty Eight,4:18
4076,Beauty Behind the Madness,$12.99 ,The Weeknd," 2015 The Weeknd XO, Inc. Manufactured and Marketed by Republic Records, a Division of UMG Recordings, Inc.",4.56667,"R&B/Soul,Music",$1.29 ,28-Aug-15,Angel,6:17
4077,The Hunger Games: Catching Fire (Original Motion Picture Soundtrack) [Deluxe Edition],$11.99 ,Antony & The Johnsons," 2013 Universal Republic Records, a division of UMG Recordings, Inc.",4.51717,"Soundtrack,Music,Classical,Original Score,Soundtrack",$1.29 ,19-Nov-13,Angel On Fire,3:47
4078,Beauty Behind the Madness,$12.99 ,The Weeknd," 2015 The Weeknd XO, Inc. Manufactured and Marketed by Republic Records, a Division of UMG Recordings, Inc.",4.56667,"R&B/Soul,Music",$1.29 ,28-Aug-15,Angel,6:17
4079,House of Balloons,$9.99 ,The Weeknd," 2015 The Weeknd XO, Inc.",4.65,"R&B/Soul,Music,Contemporary R&B,Rock",$1.29 ,17-Feb-15,Twenty Eight,4:18
4080,House of Balloons,$9.99 ,The Weeknd," 2015 The Weeknd XO, Inc.",4.65,"R&B/Soul,Music,Contemporary R&B,Rock",$1.29 ,17-Feb-15,Twenty Eight,4:18
4081,House of Balloons,$9.99 ,The Weeknd," 2015 The Weeknd XO, Inc.",4.65,"R&B/Soul,Music,Contemporary R&B,Rock",$1.29 ,17-Feb-15,Twenty Eight,4:18
4082,Beauty Behind the Madness,$12.99 ,The Weeknd," 2015 The Weeknd XO, Inc. Manufactured and Marketed by Republic Records, a Division of UMG Recordings, Inc.",4.56667,"R&B/Soul,Music",$1.29 ,28-Aug-15,Angel,6:17
4083,Beauty Behind the Madness,$12.99 ,The Weeknd," 2015 The Weeknd XO, Inc. Manufactured and Marketed by Republic Records, a Division of UMG Recordings, Inc.",4.56667,"R&B/Soul,Music",$1.29 ,28-Aug-15,Angel,6:17
4084,Beauty Behind the Madness,$12.99 ,The Weeknd," 2015 The Weeknd XO, Inc. Manufactured and Marketed by Republic Records, a Division of UMG Recordings, Inc.",4.56667,"R&B/Soul,Music",$1.29 ,28-Aug-15,Angel,6:17
4085,Fifty Shades of Grey (Original Motion Picture Soundtrack Remixed),$9.99 ,Danny Elfman," 2015 Universal Studios Under Exclusive License to Republic Records, a Division of UMG Recordings, Inc.",3.6,"Soundtrack,Music",$1.29 ,4-May-15,Ana and Christian (Heavy Mellow Remix),3:30
